Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Fascicle Length R1_F3	Pennation Angle R1_F3	
4.327	44.547	0.36701	45.116	0.37413	42.159	0.37348
4.384	44.559	0.36709	45.129	0.37421	42.171	0.37357
4.4409	44.554	0.368	45.125	0.37512	42.167	0.37448
4.4978	44.526	0.36844	45.097	0.37557	42.141	0.37493
4.5548	44.57	0.36758	45.142	0.3747	42.182	0.37406
4.6117	44.548	0.36853	45.12	0.37566	42.162	0.37502
4.6686	44.535	0.36827	45.107	0.37539	42.15	0.37475
4.7256	44.525	0.36894	45.097	0.37607	42.141	0.37543
4.7825	44.533	0.36863	45.106	0.37575	42.149	0.37511
4.8394	44.51	0.369	45.083	0.37613	42.128	0.37549
4.8964	44.538	0.36891	45.111	0.37603	42.154	0.37539
4.9533	44.523	0.36904	45.097	0.37617	42.14	0.37553
5.0102	44.513	0.36887	45.087	0.376	42.131	0.37535
5.0672	44.531	0.36858	45.105	0.37571	42.148	0.37506
5.1241	44.518	0.36896	45.092	0.37609	42.136	0.37545
5.1811	44.527	0.36918	45.102	0.3763	42.145	0.37566
5.238	44.557	0.36882	45.133	0.37594	42.174	0.3753
5.2949	44.558	0.36876	45.134	0.37588	42.175	0.37524
5.3519	44.506	0.36955	45.082	0.37668	42.126	0.37604
5.4088	44.516	0.36941	45.092	0.37654	42.136	0.3759
5.4657	44.525	0.36925	45.102	0.37638	42.145	0.37574
5.5227	44.522	0.36965	45.1	0.37678	42.143	0.37613
5.5796	44.504	0.36932	45.081	0.37645	42.125	0.37581
5.6365	44.521	0.36937	45.099	0.37649	42.142	0.37585
5.6935	44.524	0.36981	45.103	0.37694	42.145	0.3763
5.7504	44.514	0.36958	45.093	0.3767	42.136	0.37606
5.8073	44.496	0.36999	45.075	0.37712	42.119	0.37648
5.8643	44.507	0.37012	45.085	0.37724	42.129	0.3766
5.9212	44.502	0.37009	45.081	0.37722	42.125	0.37657
5.9781	44.484	0.37054	45.063	0.37767	42.109	0.37703
6.0351	44.477	0.37037	45.056	0.3775	42.102	0.37686
6.092	44.488	0.37057	45.067	0.3777	42.112	0.37706
6.1489	44.489	0.36992	45.068	0.37704	42.113	0.3764
6.2059	44.467	0.37024	45.046	0.37736	42.093	0.37672
6.2628	44.483	0.37043	45.062	0.37755	42.108	0.37691
6.3197	44.492	0.37023	45.072	0.37734	42.116	0.3767
6.3767	44.465	0.37067	45.044	0.37778	42.091	0.37714
6.4336	44.451	0.37021	45.03	0.37732	42.077	0.37668
6.4905	44.432	0.37054	45.011	0.37766	42.06	0.37702
6.5475	44.426	0.371	45.006	0.37812	42.055	0.37748
6.6044	44.411	0.37185	44.992	0.37898	42.041	0.37834
6.6614	44.403	0.37221	44.984	0.37934	42.034	0.3787
6.7183	44.402	0.37185	44.983	0.37897	42.033	0.37833
6.7752	44.4	0.37194	44.98	0.37907	42.031	0.37842
6.8322	44.409	0.37245	44.989	0.37957	42.039	0.37893
6.8891	44.387	0.37247	44.968	0.37959	42.019	0.37895
6.946	44.409	0.37268	44.99	0.37981	42.04	0.37917
7.003	44.393	0.37374	44.975	0.38087	42.025	0.38023
7.0599	44.4	0.37407	44.981	0.38119	42.032	0.38055
7.1168	44.402	0.37449	44.984	0.38161	42.034	0.38097
7.1738	44.395	0.37358	44.976	0.3807	42.027	0.38006
7.2307	44.421	0.37323	45.003	0.38035	42.052	0.37971
7.2876	44.407	0.37361	44.988	0.38074	42.038	0.38009
7.3446	44.446	0.3735	45.029	0.38062	42.076	0.37998
7.4015	44.411	0.37478	44.994	0.3819	42.043	0.38126
7.4584	44.45	0.37436	45.033	0.38147	42.08	0.38083
7.5154	44.453	0.37446	45.037	0.38158	42.083	0.38094
7.5723	44.528	0.37546	45.113	0.38257	42.154	0.38193
7.6292	44.527	0.37517	45.112	0.38227	42.154	0.38163
7.6862	44.554	0.37564	45.141	0.38274	42.18	0.3821
7.7431	44.58	0.37513	45.167	0.38223	42.205	0.38159
7.8	44.602	0.37477	45.19	0.38186	42.226	0.38122
7.857	44.623	0.3756	45.211	0.38269	42.246	0.38205
7.9139	44.651	0.37566	45.24	0.38275	42.273	0.38211
7.9708	44.651	0.37584	45.24	0.38294	42.273	0.3823
8.0278	44.678	0.37713	45.268	0.38423	42.299	0.38359
8.0847	44.708	0.37827	45.299	0.38537	42.328	0.38473
8.1417	44.742	0.37927	45.334	0.38637	42.361	0.38573
8.1986	44.726	0.37863	45.318	0.38573	42.346	0.38509
8.2555	44.736	0.37869	45.328	0.38578	42.355	0.38514
8.3125	44.77	0.3792	45.363	0.3863	42.388	0.38566
8.3694	44.766	0.37955	45.359	0.38665	42.384	0.38601
8.4263	44.762	0.37955	45.355	0.38664	42.38	0.386
8.4833	44.79	0.37851	45.384	0.3856	42.407	0.38497
8.5402	44.797	0.37932	45.391	0.38642	42.414	0.38578
8.5971	44.823	0.37932	45.417	0.38641	42.438	0.38577
8.6541	44.796	0.37889	45.39	0.38598	42.413	0.38534
8.711	44.824	0.37905	45.419	0.38614	42.44	0.3855
8.7679	44.831	0.38001	45.426	0.38712	42.446	0.38648
8.8249	44.866	0.38007	45.462	0.38716	42.48	0.38652
8.8818	44.871	0.37962	45.466	0.38671	42.484	0.38607
8.9387	44.86	0.38039	45.455	0.38748	42.473	0.38684
8.9957	44.924	0.38051	45.52	0.38759	42.534	0.38695
9.0526	44.934	0.38135	45.53	0.38842	42.544	0.38779
9.1095	44.922	0.38151	45.519	0.38858	42.533	0.38794
9.1665	44.947	0.38151	45.544	0.38858	42.557	0.38794
9.2234	44.944	0.382	45.542	0.38907	42.555	0.38844
9.2803	44.996	0.38186	45.595	0.38892	42.604	0.38828
9.3373	44.99	0.3823	45.589	0.38936	42.598	0.38872
9.3942	45.02	0.3822	45.62	0.38924	42.627	0.38861
9.4512	45.063	0.38237	45.664	0.38942	42.668	0.38878
9.5081	45.104	0.38265	45.706	0.3897	42.707	0.38906
9.565	45.088	0.38324	45.689	0.39028	42.692	0.38965
9.622	45.098	0.38289	45.699	0.38993	42.702	0.3893
9.6789	45.13	0.38356	45.732	0.39059	42.732	0.38996
9.7358	45.178	0.38289	45.781	0.38991	42.778	0.38928
9.7928	45.15	0.38313	45.753	0.39016	42.751	0.38953
9.8497	45.182	0.38323	45.785	0.39026	42.782	0.38962
9.9066	45.205	0.38348	45.809	0.39051	42.804	0.38987
9.9636	45.197	0.38349	45.8	0.39052	42.796	0.38989
10.02	45.226	0.38439	45.831	0.39142	42.824	0.39079
10.077	45.254	0.38406	45.86	0.39108	42.852	0.39045
10.134	45.287	0.38405	45.893	0.39107	42.882	0.39043
10.191	45.307	0.38423	45.914	0.39125	42.902	0.39061
10.248	45.277	0.38415	45.884	0.39117	42.874	0.39054
10.305	45.315	0.38346	45.921	0.39048	42.909	0.38984
10.362	45.307	0.38385	45.914	0.39086	42.902	0.39023
10.419	45.347	0.38287	45.954	0.38987	42.94	0.38924
10.476	45.364	0.38262	45.972	0.38962	42.956	0.38899
10.533	45.386	0.38265	45.994	0.38964	42.976	0.38901
10.59	45.389	0.38226	45.998	0.38924	42.98	0.38861
10.647	45.378	0.38232	45.986	0.3893	42.969	0.38867
10.704	45.393	0.382	46.001	0.38898	42.984	0.38835
10.761	45.399	0.38218	46.008	0.38916	42.99	0.38853
10.818	45.383	0.38185	45.991	0.38883	42.974	0.3882
10.875	45.374	0.38189	45.982	0.38887	42.966	0.38824
10.931	45.356	0.38174	45.964	0.38873	42.948	0.3881
10.988	45.388	0.38187	45.996	0.38885	42.979	0.38822
11.045	45.394	0.38207	46.003	0.38906	42.985	0.38843
11.102	45.355	0.38235	45.963	0.38935	42.947	0.38872
11.159	45.331	0.3821	45.938	0.3891	42.924	0.38847
11.216	45.365	0.38172	45.972	0.38871	42.957	0.38808
11.273	45.363	0.38196	45.97	0.38895	42.955	0.38832
11.33	45.338	0.38181	45.945	0.3888	42.931	0.38817
11.387	45.383	0.38188	45.991	0.38887	42.974	0.38824
11.444	45.371	0.38196	45.979	0.38895	42.962	0.38832
11.501	45.362	0.38241	45.969	0.38941	42.954	0.38878
11.558	45.355	0.38218	45.962	0.38917	42.947	0.38854
11.615	45.377	0.38217	45.985	0.38916	42.968	0.38853
11.672	45.344	0.38244	45.951	0.38944	42.937	0.38881
11.729	45.332	0.38226	45.938	0.38925	42.925	0.38862
11.785	45.304	0.38244	45.91	0.38944	42.898	0.38881
11.842	45.322	0.3824	45.927	0.38939	42.915	0.38876
11.899	45.311	0.38278	45.916	0.38978	42.904	0.38915
11.956	45.294	0.38374	45.9	0.39074	42.889	0.39011
12.013	45.307	0.38365	45.912	0.39065	42.901	0.39002
12.07	45.253	0.38348	45.857	0.39049	42.849	0.38986
12.127	45.262	0.38313	45.867	0.39013	42.858	0.3895
12.184	45.252	0.38326	45.856	0.39027	42.848	0.38964
12.241	45.264	0.3836	45.869	0.3906	42.86	0.38997
12.298	45.233	0.3837	45.836	0.39071	42.829	0.39008
12.355	45.208	0.38376	45.811	0.39077	42.806	0.39014
12.412	45.177	0.38331	45.779	0.39033	42.776	0.3897
12.469	45.139	0.38362	45.74	0.39065	42.739	0.39001
12.526	45.134	0.38384	45.734	0.39086	42.734	0.39023
12.583	45.134	0.38402	45.735	0.39105	42.735	0.39042
12.639	45.156	0.38447	45.757	0.39149	42.756	0.39086
12.696	45.126	0.38362	45.726	0.39065	42.726	0.39002
12.753	45.063	0.38387	45.661	0.3909	42.666	0.39027
12.81	45.089	0.38274	45.688	0.38977	42.691	0.38914
12.867	45.06	0.38234	45.658	0.38937	42.663	0.38874
12.924	45.056	0.38348	45.653	0.39051	42.659	0.38988
12.981	45.006	0.38387	45.603	0.39091	42.612	0.39028
13.038	45.026	0.38263	45.623	0.38966	42.631	0.38903
13.095	44.953	0.382	45.548	0.38904	42.56	0.38841
13.152	44.936	0.38169	45.531	0.38874	42.545	0.3881
13.209	44.942	0.38139	45.537	0.38843	42.55	0.3878
13.266	44.959	0.38268	45.555	0.38972	42.567	0.38909
13.323	44.941	0.38239	45.537	0.38944	42.55	0.38881
13.38	44.9	0.38192	45.494	0.38897	42.51	0.38834
13.437	44.863	0.38175	45.457	0.3888	42.475	0.38817
13.494	44.884	0.38118	45.478	0.38822	42.495	0.38758
13.55	44.89	0.38119	45.484	0.38823	42.501	0.3876
13.607	44.895	0.38134	45.489	0.38838	42.505	0.38775
13.664	44.907	0.38194	45.502	0.38898	42.517	0.38835
13.721	44.88	0.38165	45.474	0.38869	42.492	0.38806
13.778	44.807	0.38219	45.4	0.38925	42.422	0.38862
13.835	44.864	0.38258	45.459	0.38964	42.477	0.389
13.892	44.815	0.38177	45.408	0.38883	42.43	0.3882
13.949	44.809	0.38185	45.402	0.38892	42.424	0.38828
14.006	44.789	0.38201	45.382	0.38908	42.405	0.38844
14.063	44.82	0.38219	45.413	0.38925	42.435	0.38862
14.12	44.793	0.38288	45.386	0.38996	42.409	0.38932
14.177	44.742	0.38321	45.334	0.3903	42.361	0.38966
14.234	44.73	0.38349	45.322	0.39058	42.35	0.38994
14.291	44.711	0.38374	45.303	0.39083	42.331	0.3902
14.348	44.711	0.38384	45.303	0.39093	42.332	0.39029
14.404	44.657	0.3841	45.247	0.39121	42.28	0.39057
14.461	44.662	0.38439	45.253	0.39151	42.285	0.39087
14.518	44.639	0.38472	45.229	0.39184	42.262	0.3912
14.575	44.615	0.38471	45.205	0.39183	42.24	0.39119
14.632	44.627	0.38488	45.217	0.392	42.252	0.39136
14.689	44.627	0.38539	45.217	0.39252	42.251	0.39188
14.746	44.587	0.38569	45.176	0.39282	42.213	0.39218
14.803	44.555	0.38572	45.144	0.39286	42.183	0.39221
14.86	44.568	0.38568	45.157	0.39282	42.196	0.39218
14.917	44.525	0.38576	45.113	0.39291	42.154	0.39227
14.974	44.545	0.38633	45.133	0.39348	42.173	0.39284
15.031	44.494	0.3868	45.08	0.39396	42.124	0.39332
15.088	44.457	0.38665	45.043	0.39382	42.089	0.39317
15.145	44.443	0.38712	45.029	0.3943	42.076	0.39365
15.202	44.479	0.38727	45.065	0.39444	42.109	0.3938
15.258	44.419	0.38773	45.003	0.39492	42.051	0.39427
15.315	44.395	0.38779	44.979	0.39498	42.029	0.39433
15.372	44.38	0.38777	44.964	0.39497	42.015	0.39432
15.429	44.348	0.38761	44.93	0.39481	41.984	0.39416
15.486	44.324	0.38751	44.905	0.39472	41.96	0.39407
15.543	44.32	0.38748	44.902	0.39469	41.957	0.39404
15.6	44.286	0.38781	44.867	0.39503	41.925	0.39438
15.657	44.266	0.38816	44.847	0.39539	41.906	0.39474
15.714	44.238	0.38801	44.817	0.39524	41.878	0.39459
15.771	44.189	0.38837	44.768	0.39562	41.832	0.39496
15.828	44.185	0.38841	44.763	0.39566	41.828	0.39501
15.885	44.165	0.38815	44.743	0.3954	41.808	0.39475
15.942	44.108	0.38821	44.684	0.39547	41.754	0.39481
15.999	44.132	0.38791	44.708	0.39517	41.776	0.39451
16.056	44.087	0.38786	44.662	0.39513	41.733	0.39447
16.113	44.054	0.38784	44.628	0.39512	41.702	0.39446
16.169	44.032	0.38809	44.606	0.39537	41.681	0.39471
16.226	44.045	0.38805	44.618	0.39533	41.693	0.39468
16.283	44.003	0.38822	44.575	0.3955	41.653	0.39485
16.34	43.978	0.38789	44.55	0.39517	41.628	0.39452
16.397	43.964	0.38804	44.536	0.39533	41.616	0.39468
16.454	43.93	0.38808	44.501	0.39539	41.583	0.39473
16.511	43.918	0.38806	44.489	0.39537	41.572	0.39471
16.568	43.888	0.38819	44.458	0.3955	41.543	0.39484
16.625	43.896	0.38791	44.466	0.39522	41.55	0.39456
16.682	43.868	0.38827	44.437	0.39559	41.523	0.39493
16.739	43.859	0.38804	44.427	0.39536	41.514	0.3947
16.796	43.899	0.38791	44.467	0.39522	41.552	0.39456
16.853	43.885	0.38779	44.452	0.39511	41.538	0.39445
16.91	43.869	0.38771	44.436	0.39503	41.523	0.39437
16.967	43.852	0.38756	44.418	0.39488	41.506	0.39422
17.023	43.814	0.38784	44.379	0.39517	41.47	0.39451
17.08	43.807	0.38767	44.372	0.39501	41.463	0.39435
17.137	43.84	0.38767	44.405	0.39501	41.493	0.39435
17.194	43.749	0.38791	44.313	0.39527	41.407	0.39461
17.251	43.758	0.38831	44.322	0.39567	41.416	0.39501
17.308	43.766	0.38782	44.329	0.39518	41.423	0.39452
17.365	43.736	0.38786	44.299	0.39523	41.394	0.39457
17.422	43.73	0.38818	44.292	0.39555	41.389	0.39488
17.479	43.71	0.38805	44.271	0.39543	41.369	0.39476
17.536	43.708	0.38801	44.269	0.39538	41.367	0.39472
17.593	43.667	0.38789	44.227	0.39527	41.327	0.3946
17.65	43.668	0.3879	44.228	0.39528	41.329	0.39462
17.707	43.673	0.38789	44.232	0.39528	41.332	0.39461
17.764	43.648	0.38798	44.206	0.39536	41.308	0.3947
17.821	43.625	0.388	44.184	0.39539	41.287	0.39472
17.877	43.606	0.38796	44.164	0.39536	41.269	0.39469
17.934	43.623	0.38766	44.18	0.39506	41.284	0.39439
17.991	43.572	0.38783	44.128	0.39524	41.235	0.39457
18.048	43.597	0.38812	44.153	0.39553	41.259	0.39487
18.105	43.624	0.38788	44.18	0.39528	41.284	0.39462
18.162	43.585	0.38779	44.14	0.3952	41.247	0.39453
18.219	43.555	0.38805	44.109	0.39548	41.218	0.39481
18.276	43.549	0.38794	44.103	0.39536	41.212	0.39469
18.333	43.573	0.38749	44.126	0.39492	41.234	0.39425
18.39	43.542	0.38773	44.095	0.39516	41.205	0.39449
18.447	43.503	0.38801	44.055	0.39546	41.168	0.39479
18.504	43.493	0.38824	44.044	0.39569	41.158	0.39502
18.561	43.468	0.38812	44.019	0.39558	41.134	0.39491
18.618	43.467	0.38816	44.017	0.39562	41.132	0.39495
18.675	43.467	0.38793	44.017	0.3954	41.132	0.39472
18.731	43.482	0.38775	44.032	0.39521	41.146	0.39453
18.788	43.446	0.38709	43.994	0.39456	41.111	0.39388
18.845	43.449	0.38714	43.997	0.39461	41.114	0.39394
18.902	43.465	0.38692	44.012	0.39439	41.128	0.39371
18.959	43.441	0.38664	43.988	0.39411	41.105	0.39344
19.016	43.368	0.38696	43.914	0.39445	41.036	0.39377
19.073	43.402	0.38664	43.947	0.39412	41.067	0.39345
19.13	43.366	0.38655	43.911	0.39404	41.034	0.39337
19.187	43.349	0.38688	43.894	0.39437	41.017	0.39369
19.244	43.314	0.38702	43.858	0.39452	40.984	0.39384
19.301	43.378	0.38584	43.922	0.39332	41.044	0.39265
19.358	43.35	0.38619	43.892	0.39368	41.016	0.39301
19.415	43.319	0.38668	43.86	0.39418	40.986	0.3935
19.472	43.327	0.38626	43.868	0.39376	40.994	0.39308
19.529	43.266	0.38649	43.806	0.394	40.935	0.39332
19.586	43.251	0.38661	43.79	0.39412	40.921	0.39345
19.642	43.242	0.38639	43.781	0.39392	40.912	0.39324
19.699	43.245	0.3862	43.784	0.39373	40.915	0.39305
19.756	43.274	0.38637	43.813	0.39389	40.942	0.39322
19.813	43.271	0.38623	43.809	0.39377	40.938	0.39309
19.87	43.263	0.38629	43.8	0.39383	40.93	0.39315
19.927	43.225	0.38636	43.761	0.39391	40.894	0.39323
19.984	43.219	0.38651	43.755	0.39405	40.888	0.39337
20.041	43.209	0.38642	43.744	0.39396	40.878	0.39328
20.098	43.195	0.38619	43.729	0.39374	40.864	0.39306
20.155	43.201	0.38606	43.735	0.39362	40.87	0.39294
20.212	43.197	0.38575	43.731	0.39331	40.866	0.39263
20.269	43.163	0.38607	43.697	0.39364	40.834	0.39295
20.326	43.175	0.38604	43.708	0.39361	40.845	0.39293
20.383	43.169	0.38557	43.701	0.39314	40.838	0.39246
20.44	43.169	0.38563	43.701	0.3932	40.838	0.39252
20.496	43.167	0.38552	43.699	0.39309	40.836	0.39241
20.553	43.193	0.38574	43.726	0.39331	40.861	0.39263
20.61	43.143	0.3861	43.674	0.39368	40.813	0.39299
20.667	43.173	0.38578	43.704	0.39336	40.841	0.39267
20.724	43.169	0.38576	43.7	0.39334	40.837	0.39266
20.781	43.116	0.38596	43.646	0.39356	40.787	0.39287
20.838	43.145	0.38607	43.676	0.39366	40.815	0.39297
20.895	43.131	0.3857	43.661	0.39329	40.8	0.39261
20.952	43.161	0.38577	43.69	0.39336	40.828	0.39268
21.009	43.166	0.3856	43.696	0.39319	40.833	0.3925
21.066	43.128	0.38554	43.657	0.39314	40.797	0.39245
21.123	43.119	0.38509	43.647	0.39269	40.788	0.392
21.18	43.188	0.38466	43.716	0.39225	40.852	0.39156
21.237	43.209	0.38432	43.737	0.3919	40.872	0.39122
21.294	43.19	0.38441	43.717	0.392	40.853	0.39132
21.35	43.177	0.38483	43.704	0.39242	40.841	0.39174
21.407	43.165	0.38442	43.692	0.39202	40.83	0.39133
21.464	43.178	0.38422	43.704	0.39182	40.842	0.39114
21.521	43.178	0.38459	43.704	0.3922	40.841	0.39151
21.578	43.187	0.38442	43.713	0.39202	40.85	0.39134
21.635	43.17	0.38434	43.695	0.39195	40.833	0.39126
21.692	43.206	0.38402	43.731	0.39163	40.867	0.39094
21.749	43.171	0.38426	43.696	0.39187	40.834	0.39119
21.806	43.187	0.3841	43.712	0.39171	40.848	0.39102
21.863	43.203	0.3837	43.727	0.3913	40.863	0.39062
21.92	43.198	0.38348	43.722	0.39109	40.858	0.3904
21.977	43.186	0.38361	43.709	0.39123	40.847	0.39054
