"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"LT BICEPS FEM.,uV"	"RT BICEPS FEM.,uV"	"LT VLO,uV"	"RT VLO,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"
7.9233	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	-0.305166	-0.110684	-0.145465	-2.03166	-13.1226	-12.8176	-13.8857	-13.5803	0.0459246	-37.2195
7.9240	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.330002	-0.215253	-0.305166	-0.110684	-0.145465	-2.03166	-13.2749	-12.6646	-14.1909	-13.8854	0.0458305	-36.9297
7.9247	-0.267545	-0.149133	-0.453486	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.03166	-13.7331	-12.97	-14.6483	-14.3433	0.0453599	-37.2195
7.9253	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.03166	-13.8854	-12.97	-14.9535	-14.1905	0.0447012	-37.5415
7.9260	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	-0.178432	-0.330002	0.0899309	0	-0.110684	-0.145465	-2.02549	-13.2749	-12.5121	-13.8857	-13.428	0.0456422	-36.9297
7.9267	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.330002	0.0899309	0	-0.110684	0.15971	-2.02549	-13.5802	-13.1225	-13.8857	-13.8854	0.0459246	-36.6078
7.9273	0.0376331	-0.149133	0.156851	0.137128	0.0887074	-0.153192	-0.178432	-0.0248122	0.0899309	0	0.1945	0.15971	-2.02549	-14.0383	-13.7329	-14.343	-14.4956	0.0451717	-36.9297
7.9280	-0.267545	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.02549	-14.0383	-13.275	-14.0383	-14.4956	0.0453599	-36.6078
7.9287	0.0376331	-0.149133	-0.148305	0.137128	0.0887074	0.151975	-0.178432	-0.0248122	0.0899309	0	0.1945	-0.145465	-2.01932	-14.0383	-12.97	-14.0383	-14.3433	0.0453599	-36.318
7.9293	0.342811	0.156045	0.156851	0.137128	0.0887074	0.151975	0.431931	0.280358	0.0899309	0	-0.110684	-0.145465	-2.02549	-13.7331	-13.275	-13.8857	-14.1905	0.045454	-36.318
7.9300	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.03166	-13.7331	-13.1225	-14.0383	-14.0382	0.045454	-36.6078
7.9307	-0.267545	-0.454311	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.330002	0.0899309	0	-0.110684	0.15971	-2.02549	-14.0383	-13.275	-14.8009	-14.0382	0.0451717	-36.7688
7.9313	0.0376331	-0.149133	-0.148305	0.137128	0.0887074	0.151975	0.126761	0.280358	0.0899309	0	-0.110684	0.15971	-2.02549	-14.343	-13.7329	-14.4956	-14.4956	0.0450776	-36.318
7.9320	0.0376331	-0.149133	-0.148305	0.137128	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.02549	-14.6483	-13.5804	-14.343	-14.8013	0.0444188	-36.6078
7.9327	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.458374	-0.178432	-0.330002	0.0899309	0.305166	0.1945	0.15971	-2.01932	-14.0383	-13.275	-14.6483	-13.8854	0.0447012	-37.2195
7.9333	0.0376331	-0.149133	-0.148305	0.137128	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.01932	-13.7331	-13.428	-14.0383	-13.7331	0.0458305	-36.6078
7.9340	0.0376331	-0.149133	0.156851	0.137128	0.0887074	0.151975	0.126761	0.280358	0.0899309	0	0.1945	0.15971	-2.02549	-14.4959	-13.275	-13.8857	-14.3433	0.0459246	-36.157
7.9347	0.0376331	0.156045	-0.148305	0.137128	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.02549	-14.1907	-13.428	-14.343	-14.6484	0.0453599	-36.7688
7.9353	0.342811	0.156045	0.156851	0.137128	0.0887074	-0.153192	0.126761	0.280358	0.0899309	-0.305166	-0.110684	-0.145465	-2.02549	-14.0383	-13.7329	-14.8009	-14.8013	0.0446071	-37.5415
7.9360	0.342811	0.156045	0.156851	0.137128	0.0887074	0.151975	0.431931	0.280358	0.0899309	0	0.1945	0.15971	-2.01932	-14.8012	-13.5804	-15.1061	-14.8013	0.0431954	-38.765
7.9367	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	0.280358	0.0899309	0	0.1945	0.15971	-2.02549	-14.9535	-13.428	-14.9535	-14.6484	0.0421603	-39.8274
7.9373	0.0376331	-0.149133	-0.148305	0.137128	-0.216478	-0.153192	-0.178432	-0.0248122	-0.215253	-0.305166	-0.110684	-0.145465	-2.03166	-14.0383	-13.275	-14.4956	-14.6484	0.0422544	-40.1172
7.9380	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.02549	-13.7331	-13.1225	-14.343	-14.3433	0.0426308	-39.6665
7.9387	0.0376331	0.156045	-0.148305	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.395093	0.305166	0.1945	0.464884	-2.01932	-14.0383	-12.97	-14.343	-14.0382	0.0426308	-39.2157
7.9393	0.0376331	-0.149133	-0.148305	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0.305166	-0.110684	0.15971	-2.02549	-13.7331	-12.8176	-14.0383	-14.0382	0.0426308	-39.2157
7.9400	-0.267545	-0.149133	-0.148305	0.137128	-0.216478	0.151975	0.126761	-0.0248122	0.395093	0.305166	0.1945	0.464884	-2.02549	-13.4278	-12.6646	-14.1909	-14.0382	0.0427249	-39.2157
7.9407	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	0.1945	0.464884	-2.02549	-13.8854	-12.8176	-14.343	-14.1905	0.0426308	-39.5055
7.9413	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	0.1945	0.464884	-2.01932	-14.0383	-13.1225	-14.1909	-14.3433	0.0426308	-39.8274
7.9420	0.0376331	0.156045	-0.148305	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0.305166	0.1945	0.464884	-2.02549	-13.8854	-13.1225	-14.1909	-14.1905	0.0429131	-39.6665
7.9427	0.0376331	-0.149133	0.156851	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.02549	-13.7331	-12.8176	-13.8857	-14.1905	0.0429131	-39.3767
7.9433	0.342811	0.156045	0.156851	0.137128	0.0887074	0.151975	0.431931	0.280358	-0.215253	0	-0.110684	-0.145465	-2.02549	-13.7331	-12.8176	-14.1909	-14.1905	0.0429131	-39.5055
7.9440	0.342811	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	0.280358	0.0899309	0.305166	0.1945	0.15971	-2.01932	-14.0383	-13.1225	-14.4956	-14.1905	0.0426308	-39.6665
7.9447	0.0376331	-0.149133	-0.148305	-0.168049	-0.521641	-0.153192	-0.178432	-0.330002	0.395093	0	0.1945	0.15971	-2.01932	-13.8854	-12.97	-14.0383	-14.0382	0.0427249	-39.6665
7.9453	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.330002	0.0899309	0	0.1945	-0.145465	-2.02549	-13.7331	-12.97	-14.1909	-13.8854	0.0422544	-39.9884
7.9460	0.342811	0.156045	0.156851	0.137128	0.393871	0.151975	0.126761	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.02549	-13.8854	-13.275	-14.6483	-14.1905	0.0416897	-40.2782
7.9467	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	-0.215253	-0.305166	-0.110684	-0.145465	-2.02549	-14.0383	-13.1225	-14.343	-14.1905	0.0417838	-40.1172
7.9473	0.0376331	0.156045	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	-0.215253	0	0.1945	-0.145465	-2.02549	-14.1907	-12.8176	-14.1909	-14.1905	0.041972	-39.9884
7.9480	-0.267545	0.156045	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.02549	-14.1907	-12.97	-14.343	-14.4956	0.0417838	-40.1172
7.9487	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.01932	-14.0383	-12.8176	-14.343	-14.1905	0.0416897	-39.6665
7.9493	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.330002	0.0899309	0	-0.110684	0.15971	-2.01932	-14.1907	-12.6646	-14.4956	-13.8854	0.0414074	-39.6665
7.9500	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.02549	-14.0383	-13.275	-14.1909	-13.8854	0.0422544	-39.2157
7.9507	0.0376331	0.156045	-0.148305	0.137128	0.0887074	0.151975	0.126761	-0.0248122	-0.215253	-0.305166	-0.415845	-0.45064	-2.02549	-14.0383	-13.5804	-14.343	-14.0382	0.0433837	-38.765
7.9513	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.01932	-14.4959	-13.5804	-14.8009	-14.6484	0.0422544	-39.3767
7.9520	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.330002	0.0899309	0	0.1945	0.15971	-2.01932	-14.343	-13.428	-14.6483	-14.6484	0.0415015	-40.2782
7.9527	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	0.126761	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.02549	-14.343	-13.275	-14.6483	-14.3433	0.0415015	-40.6002
7.9533	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.458374	-0.178432	-0.330002	-0.215253	0	-0.110684	-0.145465	-2.02549	-14.4959	-13.275	-14.4956	-14.1905	0.0415015	-40.4392
7.9540	-0.267545	-0.149133	-0.453486	-0.168049	-0.521641	-0.458374	-0.178432	-0.330002	0.0899309	0.305166	0.1945	0.15971	-2.01932	-14.0383	-13.275	-14.343	-14.0382	0.0416897	-39.9884
7.9547	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	-0.110684	0.15971	-2.01932	-14.0383	-13.1225	-14.0383	-14.3433	0.0421603	-39.9884
7.9553	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	0.151975	-0.178432	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.02549	-14.1907	-12.8176	-14.0383	-14.4956	0.0424426	-40.2782
7.9560	0.0376331	-0.149133	-0.148305	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.02549	-14.1907	-12.97	-14.343	-14.3433	0.0424426	-40.2782
7.9567	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.02549	-14.0383	-13.1225	-14.6483	-14.4956	0.0422544	-40.1172
7.9573	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.02549	-14.0383	-13.1225	-14.6483	-14.3433	0.0422544	-39.9884
7.9580	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.02549	-13.8854	-12.8176	-14.1909	-13.7331	0.0433837	-38.9259
7.9587	0.0376331	-0.149133	-0.148305	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.01932	-13.5802	-12.8176	-13.8857	-13.8854	0.0448894	-37.7025
7.9593	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.330002	0.0899309	0	-0.110684	0.15971	-2.01337	-14.1907	-13.1225	-14.6483	-14.6484	0.0446071	-38.604
7.9600	0.0376331	-0.149133	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.01932	-14.4959	-13.5804	-14.9535	-14.6484	0.0431954	-39.6665
7.9607	0.0376331	-0.149133	0.156851	0.137128	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.01932	-13.8854	-13.428	-14.4956	-14.3433	0.0429131	-39.8274
7.9613	0.0376331	-0.149133	-0.148305	0.137128	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.01932	-13.5802	-12.97	-14.343	-14.1905	0.0433837	-39.9884
7.9620	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	0.280358	0.0899309	0	-0.110684	0.15971	-2.01932	-13.8854	-13.1225	-14.0383	-14.0382	0.0431954	-39.9884
7.9627	0.0376331	-0.149133	0.156851	-0.168049	0.0887074	-0.153192	-0.178432	-0.0248122	-0.215253	-0.305166	-0.110684	-0.145465	-2.01932	-13.7331	-13.275	-13.8857	-13.8854	0.0429131	-39.9884
7.9633	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.01932	-13.7331	-12.97	-14.1909	-13.8854	0.0429131	-40.2782
7.9640	0.0376331	0.156045	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.01932	-13.8854	-12.6646	-14.0383	-13.7331	0.0433837	-39.9884
7.9647	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.01932	-13.5802	-12.5121	-13.5804	-13.8854	0.0431954	-39.6665
7.9653	0.0376331	-0.149133	0.156851	0.137128	0.0887074	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.01337	-13.5802	-12.6646	-13.8857	-14.0382	0.0426308	-39.9884
7.9660	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.01337	-13.8854	-12.8176	-14.4956	-14.0382	0.0424426	-40.1172
7.9667	0.0376331	0.156045	-0.148305	0.137128	0.0887074	0.151975	0.126761	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.01932	-13.5802	-12.8176	-14.1909	-14.1905	0.0429131	-39.8274
7.9673	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-13.4278	-12.97	-14.0383	-14.1905	0.0429131	-39.6665
7.9680	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-14.0383	-13.275	-14.4956	-14.3433	0.0421603	-40.1172
7.9687	0.0376331	0.156045	-0.148305	-0.168049	-0.216478	0.151975	0.126761	-0.0248122	0.0899309	0	0.1945	-0.145465	-2.01932	-14.0383	-13.275	-14.6483	-14.4956	0.041972	-39.9884
7.9693	0.0376331	0.156045	0.156851	-0.168049	-0.216478	0.151975	0.126761	-0.0248122	0.0899309	0.305166	0.1945	-0.145465	-2.01337	-14.0383	-12.97	-14.343	-14.3433	0.041972	-39.8274
7.9700	0.0376331	0.156045	0.156851	0.137128	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	-0.110684	-0.145465	-2.01337	-14.1907	-13.1225	-14.343	-14.0382	0.0421603	-40.2782
7.9707	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	0.126761	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.01932	-14.343	-13.275	-14.343	-13.7331	0.0422544	-40.1172
7.9713	0.0376331	0.156045	-0.148305	0.137128	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.01932	-14.343	-13.1225	-14.1909	-14.1905	0.0422544	-39.8274
7.9720	0.0376331	-0.149133	-0.148305	0.137128	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-14.0383	-13.275	-14.343	-14.6484	0.0422544	-40.4392
7.9727	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	-0.178432	-0.0248122	0.0899309	0.305166	0.1945	-0.145465	-2.01337	-13.8854	-13.275	-14.4956	-14.6484	0.0421603	-40.4392
7.9733	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	-0.178432	-0.330002	0.0899309	0.305166	0.1945	0.15971	-2.01337	-14.0383	-13.275	-14.0383	-14.3433	0.0424426	-40.2782
7.9740	0.0376331	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	-0.178432	-0.330002	0.0899309	0.305166	0.1945	0.15971	-2.01337	-14.0383	-13.275	-14.1909	-14.1905	0.0430072	-40.1172
7.9747	-0.267545	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.01932	-13.5802	-12.2072	-14.343	-13.5803	0.0446071	-38.443
7.9753	0.0376331	0.156045	0.156851	0.137128	0.393871	-0.153192	0.431931	-0.0248122	-0.215253	-0.305166	-0.415845	-0.145465	-2.01932	-13.7331	-12.5121	-14.343	-14.0382	0.0453599	-37.7025
7.9760	0.342811	0.156045	0.156851	0.137128	0.0887074	0.151975	0.431931	0.280358	0.0899309	0	0.1945	0.15971	-2.01337	-14.343	-13.7329	-14.8009	-14.9535	0.0439483	-39.2157
7.9767	0.0376331	0.156045	0.156851	0.137128	0.0887074	-0.153192	0.126761	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.01337	-14.343	-13.5804	-14.6483	-14.6484	0.0429131	-40.1172
7.9773	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	-0.215253	0	-0.110684	-0.145465	-2.01932	-14.0383	-13.1225	-14.4956	-14.1905	0.0434778	-39.6665
7.9780	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-14.0383	-13.1225	-14.343	-14.0382	0.0442306	-39.2157
7.9787	0.0376331	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-14.1907	-13.428	-14.6483	-14.4956	0.043666	-39.5055
7.9793	0.0376331	-0.149133	0.156851	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-13.7331	-12.6646	-14.343	-14.0382	0.0441365	-39.2157
7.9800	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.01337	-12.9702	-12.5121	-13.8857	-13.1224	0.0459246	-38.1532
7.9807	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0.305166	0.1945	0.15971	-2.0072	-12.9702	-13.275	-14.0383	-13.428	0.0468656	-37.7025
7.9813	0.342811	0.156045	0.156851	0.442305	0.393871	0.151975	0.431931	0.280358	0.0899309	0	-0.110684	0.15971	-2.01337	-13.7331	-13.428	-14.343	-14.0382	0.0459246	-38.3142
7.9820	0.342811	0.461222	0.462032	0.137128	0.393871	0.457157	0.431931	0.280358	-0.215253	0	-0.110684	-0.145465	-2.01932	-14.343	-13.5804	-14.6483	-14.8013	0.0438542	-40.1172
7.9827	-0.267545	-0.149133	-0.148305	-0.168049	0.0887074	-0.153192	-0.178432	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-13.8854	-13.1225	-14.1909	-14.3433	0.0429131	-40.6002
7.9833	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.0248122	0.0899309	0	0.499683	0.15971	-2.01337	-13.4278	-13.1225	-13.8857	-13.8854	0.0430072	-40.6002
7.9840	0.0376331	0.156045	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.0899309	0	-0.110684	0.15971	-2.01337	-13.8854	-13.428	-14.1909	-14.3433	0.0424426	-40.8899
7.9847	0.342811	0.156045	0.156851	-0.168049	0.0887074	0.151975	0.126761	0.280358	0.0899309	0	-0.110684	0.15971	-2.01337	-13.7331	-12.97	-14.343	-14.0382	0.0421603	-40.729
7.9853	0.342811	0.156045	0.156851	0.137128	0.0887074	0.151975	0.431931	0.280358	0.0899309	0	0.1945	0.15971	-2.01337	-12.665	-12.3597	-13.7331	-13.2752	0.0442306	-39.2157
7.9860	0.342811	0.156045	0.156851	0.137128	0.0887074	0.151975	0.431931	-0.0248122	0.0899309	0	0.1945	0.15971	-2.01337	-13.1226	-12.8176	-13.7331	-13.7331	0.0456422	-38.3142
7.9867	0.0376331	-0.149133	0.156851	0.137128	0.0887074	0.151975	0.126761	-0.0248122	0.395093	0.305166	0.1945	0.15971	-2.01337	-13.8854	-13.428	-14.6483	-14.3433	0.0444188	-39.0547
7.9873	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	0.126761	-0.0248122	0.0899309	0	-0.110684	-0.145465	-2.01932	-13.2749	-12.97	-14.4956	-13.5803	0.0450776	-38.3142
7.9880	-0.267545	-0.149133	-0.148305	-0.168049	-0.216478	-0.153192	-0.178432	-0.330002	-0.215253	-0.305166	-0.110684	-0.145465	-2.01932	-13.2749	-12.5121	-13.8857	-13.7331	0.046301	-37.0907
