Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
2.542	54.325	0.3113	2.542	39.399	0.26782
2.5973	54.421	0.31142	2.5973	39.404	0.26676
2.6525	54.471	0.31096	2.6525	39.418	0.26748
2.7078	54.495	0.31108	2.7078	39.43	0.26786
2.763	54.548	0.31136	2.763	39.477	0.26714
2.8183	54.626	0.31168	2.8183	39.492	0.26627
2.8736	54.632	0.312	2.8736	39.493	0.26581
2.9288	54.655	0.31229	2.9288	39.514	0.26582
2.9841	54.721	0.31204	2.9841	39.566	0.26601
3.0393	54.803	0.3116	3.0393	39.602	0.26597
3.0946	54.792	0.31188	3.0946	39.62	0.26592
3.1499	54.865	0.31191	3.1499	39.625	0.26542
3.2051	54.911	0.31167	3.2051	39.662	0.26575
3.2604	54.961	0.31189	3.2604	39.637	0.26529
3.3156	54.992	0.31189	3.3156	39.646	0.26525
3.3709	55.01	0.31218	3.3709	39.628	0.26501
3.4262	55.123	0.31205	3.4262	39.66	0.26441
3.4814	55.147	0.31188	3.4814	39.669	0.26481
3.5367	55.132	0.31235	3.5367	39.666	0.26383
3.592	55.12	0.31218	3.592	39.675	0.2647
3.6472	55.154	0.31158	3.6472	39.687	0.26466
3.7025	55.18	0.31131	3.7025	39.702	0.2652
3.7577	55.178	0.31149	3.7577	39.672	0.266
3.813	55.213	0.31087	3.813	39.713	0.26689
3.8683	55.237	0.31088	3.8683	39.692	0.26652
3.9235	55.275	0.31036	3.9235	39.731	0.26739
3.9788	55.271	0.31071	3.9788	39.723	0.26716
4.034	55.293	0.31059	4.034	39.687	0.26732
4.0893	55.322	0.3094	4.0893	39.72	0.26889
4.1446	55.364	0.31002	4.1446	39.712	0.26777
4.1998	55.4	0.31009	4.1998	39.749	0.26794
4.2551	55.409	0.31024	4.2551	39.757	0.26853
4.3103	55.461	0.31011	4.3103	39.766	0.26866
4.3656	55.58	0.31033	4.3656	39.837	0.26761
4.4209	55.605	0.31	4.4209	39.827	0.26891
4.4761	55.725	0.30974	4.4761	39.872	0.26953
4.5314	55.756	0.31098	4.5314	39.863	0.2684
4.5866	55.796	0.31115	4.5866	39.861	0.26802
4.6419	55.807	0.31076	4.6419	39.844	0.26894
4.6972	55.805	0.31108	4.6972	39.848	0.26861
4.7524	55.861	0.3116	4.7524	39.803	0.26755
4.8077	55.897	0.31084	4.8077	39.84	0.26781
4.863	55.884	0.31099	4.863	39.857	0.26813
4.9182	55.923	0.31141	4.9182	39.854	0.26667
4.9735	55.968	0.31053	4.9735	39.867	0.26767
5.0287	55.981	0.31031	5.0287	39.829	0.26794
5.084	56.056	0.31042	5.084	39.834	0.26691
5.1393	56.059	0.30981	5.1393	39.857	0.2672
5.1945	56.074	0.3097	5.1945	39.885	0.26821
5.2498	56.206	0.30993	5.2498	39.894	0.26631
5.305	56.217	0.30918	5.305	39.893	0.26634
5.3603	56.243	0.30971	5.3603	39.948	0.26504
5.4156	56.238	0.30992	5.4156	39.985	0.26513
5.4708	56.259	0.31017	5.4708	39.982	0.26465
5.5261	56.276	0.31	5.5261	39.994	0.26391
5.5813	56.348	0.31027	5.5813	40.027	0.26404
5.6366	56.362	0.31082	5.6366	40.043	0.26327
5.6919	56.372	0.31095	5.6919	40.06	0.26285
5.7471	56.432	0.31111	5.7471	40.096	0.26187
5.8024	56.44	0.31159	5.8024	40.116	0.26203
5.8576	56.422	0.31148	5.8576	40.088	0.26215
5.9129	56.526	0.31081	5.9129	40.11	0.26341
5.9682	56.566	0.3104	5.9682	40.101	0.26378
6.0234	56.578	0.31063	6.0234	40.146	0.26287
6.0787	56.642	0.31057	6.0787	40.183	0.26319
6.134	56.692	0.31032	6.134	40.188	0.26292
6.1892	56.719	0.31024	6.1892	40.236	0.26246
6.2445	56.743	0.31046	6.2445	40.205	0.26259
6.2997	56.787	0.30968	6.2997	40.218	0.26286
6.355	56.818	0.30939	6.355	40.238	0.26348
6.4103	56.837	0.30955	6.4103	40.231	0.26326
6.4655	56.861	0.30907	6.4655	40.249	0.26396
6.5208	56.918	0.31004	6.5208	40.256	0.26138
6.576	56.897	0.30978	6.576	40.275	0.26259
6.6313	56.876	0.30987	6.6313	40.275	0.26262
6.6866	56.968	0.31002	6.6866	40.272	0.26192
6.7418	56.965	0.30934	6.7418	40.275	0.26278
6.7971	56.97	0.30995	6.7971	40.284	0.26218
6.8523	57.049	0.30932	6.8523	40.296	0.26203
6.9076	57.047	0.3095	6.9076	40.302	0.26201
6.9629	57.06	0.3098	6.9629	40.297	0.26183
7.0181	57.082	0.30935	7.0181	40.312	0.26211
7.0734	57.109	0.30935	7.0734	40.318	0.26211
7.1286	57.152	0.30928	7.1286	40.341	0.26168
7.1839	57.124	0.30942	7.1839	40.299	0.26212
7.2392	57.198	0.30931	7.2392	40.313	0.26186
7.2944	57.254	0.309	7.2944	40.35	0.2617
7.3497	57.248	0.30987	7.3497	40.361	0.26155
7.405	57.305	0.31014	7.405	40.375	0.26051
7.4602	57.345	0.30948	7.4602	40.41	0.26101
7.5155	57.343	0.31009	7.5155	40.424	0.26001
7.5707	57.411	0.30953	7.5707	40.412	0.26075
7.626	57.419	0.30847	7.626	40.447	0.26201
7.6813	57.502	0.30899	7.6813	40.485	0.26028
7.7365	57.493	0.30911	7.7365	40.511	0.25984
7.7918	57.485	0.30891	7.7918	40.503	0.26102
7.847	57.543	0.30883	7.847	40.505	0.2608
7.9023	57.55	0.30892	7.9023	40.482	0.26095
7.9576	57.541	0.30899	7.9576	40.495	0.26137
8.0128	57.637	0.30823	8.0128	40.528	0.26188
8.0681	57.622	0.30896	8.0681	40.522	0.26119
8.1233	57.687	0.30905	8.1233	40.551	0.26097
8.1786	57.739	0.30889	8.1786	40.564	0.26102
8.2339	57.745	0.30885	8.2339	40.563	0.26132
8.2891	57.733	0.30951	8.2891	40.539	0.26126
8.3444	57.779	0.30894	8.3444	40.582	0.26178
8.3996	57.838	0.30893	8.3996	40.612	0.26241
8.4549	57.854	0.31031	8.4549	40.543	0.26283
8.5102	57.842	0.31054	8.5102	40.462	0.26304
8.5654	57.998	0.30883	8.5654	40.531	0.26396
8.6207	58.038	0.30912	8.6207	40.58	0.26354
8.676	58.064	0.31011	8.676	40.615	0.26183
8.7312	58.041	0.31157	8.7312	40.618	0.26037
8.7865	58.058	0.31216	8.7865	40.619	0.25964
8.8417	58.104	0.31187	8.8417	40.592	0.26005
8.897	58.23	0.31179	8.897	40.622	0.25966
8.9523	58.158	0.31219	8.9523	40.581	0.26045
9.0075	58.163	0.31162	9.0075	40.58	0.26075
9.0628	58.303	0.31118	9.0628	40.595	0.26051
9.118	58.322	0.31123	9.118	40.641	0.26046
9.1733	58.31	0.3114	9.1733	40.669	0.26088
9.2286	58.317	0.31172	9.2286	40.673	0.2602
9.2838	58.344	0.31112	9.2838	40.712	0.26029
9.3391	58.366	0.31129	9.3391	40.689	0.26051
9.3943	58.405	0.31034	9.3943	40.693	0.2621
9.4496	58.443	0.31155	9.4496	40.722	0.26021
9.5049	58.394	0.31196	9.5049	40.73	0.25995
9.5601	58.399	0.31193	9.5601	40.741	0.25978
9.6154	58.374	0.31143	9.6154	40.776	0.26022
9.6706	58.372	0.31177	9.6706	40.795	0.25993
9.7259	58.349	0.31217	9.7259	40.807	0.25958
9.7812	58.421	0.31175	9.7812	40.851	0.25943
9.8364	58.478	0.31187	9.8364	40.874	0.2594
9.8917	58.473	0.3123	9.8917	40.851	0.25869
9.9469	58.476	0.31205	9.9469	40.861	0.25897
10.002	58.511	0.31201	10.002	40.887	0.25899
10.057	58.517	0.31176	10.057	40.872	0.25933
10.113	58.534	0.31211	10.113	40.847	0.25927
10.168	58.549	0.31255	10.168	40.858	0.25839
10.223	58.575	0.31248	10.223	40.893	0.2581
10.279	58.564	0.31192	10.279	40.9	0.25853
10.334	58.554	0.31193	10.334	40.882	0.25892
10.389	58.561	0.31183	10.389	40.845	0.25969
10.444	58.606	0.31135	10.444	40.823	0.26047
10.5	58.631	0.3111	10.5	40.834	0.25995
10.555	58.628	0.31108	10.555	40.859	0.26077
10.61	58.668	0.31125	10.61	40.886	0.26001
10.665	58.651	0.31166	10.665	40.898	0.2603
10.721	58.608	0.31144	10.721	40.855	0.26134
10.776	58.67	0.31172	10.776	40.851	0.26095
10.831	58.709	0.31154	10.831	40.832	0.2609
10.886	58.681	0.31159	10.886	40.827	0.2614
10.942	58.701	0.31114	10.942	40.817	0.26175
10.997	58.718	0.31131	10.997	40.817	0.26173
11.052	58.742	0.31103	11.052	40.847	0.26217
11.107	58.747	0.31125	11.107	40.884	0.26201
11.163	58.736	0.31155	11.163	40.869	0.26207
11.218	58.779	0.31193	11.218	40.89	0.26149
11.273	58.781	0.3117	11.273	40.89	0.26201
11.328	58.806	0.31167	11.328	40.866	0.26159
11.384	58.868	0.31231	11.384	40.883	0.2602
11.439	58.887	0.31212	11.439	40.908	0.26078
11.494	58.879	0.31199	11.494	40.944	0.26102
11.55	58.94	0.31328	11.55	40.959	0.25967
11.605	58.979	0.31255	11.605	40.954	0.26015
11.66	58.954	0.3133	11.66	40.935	0.26008
11.715	59.02	0.3136	11.715	40.916	0.25948
11.771	59.032	0.31348	11.771	40.937	0.25917
11.826	58.954	0.31325	11.826	40.928	0.26054
11.881	58.994	0.31315	11.881	40.926	0.25995
11.936	59.026	0.31302	11.936	40.937	0.25969
11.992	58.994	0.31229	11.992	40.902	0.26087
12.047	59.078	0.31219	12.047	40.879	0.26054
12.102	59.109	0.31218	12.102	40.893	0.25985
12.157	59.198	0.31193	12.157	40.971	0.25892
12.213	59.118	0.31227	12.213	40.966	0.25915
12.268	59.131	0.31299	12.268	40.949	0.25798
12.323	59.171	0.31229	12.323	40.965	0.2578
12.378	59.199	0.31219	12.378	40.966	0.25768
12.434	59.154	0.31256	12.434	40.945	0.25787
12.489	59.16	0.31256	12.489	40.971	0.25749
12.544	59.164	0.3126	12.544	40.979	0.25711
12.599	59.187	0.31195	12.599	40.983	0.2574
12.655	59.227	0.31278	12.655	40.97	0.25642
12.71	59.266	0.31216	12.71	40.994	0.25683
12.765	59.301	0.31267	12.765	41.007	0.25596
12.821	59.318	0.31272	12.821	41.006	0.25629
12.876	59.351	0.31246	12.876	41.012	0.25633
12.931	59.409	0.31267	12.931	41.053	0.25583
12.986	59.386	0.31284	12.986	41.049	0.25636
13.042	59.414	0.31318	13.042	41.073	0.25595
13.097	59.401	0.31188	13.097	41.059	0.25749
13.152	59.429	0.31229	13.152	41.053	0.25661
13.207	59.488	0.31185	13.207	41.103	0.25749
13.263	59.441	0.31288	13.263	41.092	0.25682
13.318	59.495	0.31287	13.318	41.139	0.25634
13.373	59.497	0.31326	13.373	41.155	0.25635
13.428	59.482	0.31306	13.428	41.144	0.25668
13.484	59.495	0.31253	13.484	41.147	0.25698
13.539	59.512	0.31309	13.539	41.136	0.25625
13.594	59.482	0.31219	13.594	41.135	0.2573
13.649	59.409	0.31231	13.649	41.099	0.25762
13.705	59.474	0.3114	13.705	41.112	0.25824
13.76	59.501	0.31141	13.76	41.13	0.25812
13.815	59.468	0.31218	13.815	41.141	0.25767
13.87	59.515	0.31179	13.87	41.159	0.25819
13.926	59.526	0.31123	13.926	41.164	0.25913
13.981	59.478	0.31183	13.981	41.157	0.25909
14.036	59.527	0.31106	14.036	41.186	0.25965
14.092	59.518	0.31192	14.092	41.202	0.25881
14.147	59.436	0.31262	14.147	41.162	0.25861
14.202	59.428	0.31328	14.202	41.151	0.258
14.257	59.421	0.31254	14.257	41.181	0.25881
14.313	59.444	0.31282	14.313	41.172	0.25855
14.368	59.466	0.31316	14.368	41.165	0.25784
14.423	59.489	0.3135	14.423	41.188	0.25766
14.478	59.504	0.31409	14.478	41.204	0.25723
14.534	59.475	0.31402	14.534	41.197	0.25753
14.589	59.511	0.31421	14.589	41.192	0.25658
14.644	59.511	0.31423	14.644	41.171	0.25684
14.699	59.506	0.31431	14.699	41.217	0.25696
14.755	59.542	0.31455	14.755	41.274	0.25706
14.81	59.522	0.31505	14.81	41.241	0.25679
14.865	59.538	0.3149	14.865	41.227	0.25681
14.92	59.566	0.31387	14.92	41.251	0.25752
14.976	59.553	0.31504	14.976	41.224	0.25706
15.031	59.484	0.31563	15.031	41.189	0.25642
15.086	59.497	0.31523	15.086	41.197	0.25622
15.141	59.475	0.31473	15.141	41.176	0.2571
15.197	59.494	0.31505	15.197	41.152	0.25665
15.252	59.514	0.31532	15.252	41.131	0.25594
15.307	59.55	0.3151	15.307	41.156	0.25589
15.363	59.517	0.31508	15.363	41.155	0.25558
15.418	59.555	0.31372	15.418	41.14	0.25667
15.473	59.585	0.31392	15.473	41.171	0.25616
15.528	59.596	0.31254	15.528	41.143	0.25737
15.584	59.631	0.31206	15.584	41.184	0.25716
15.639	59.693	0.31249	15.639	41.202	0.25597
15.694	59.684	0.31276	15.694	41.217	0.25648
15.749	59.673	0.31191	15.749	41.212	0.25653
15.805	59.718	0.31292	15.805	41.247	0.25496
15.86	59.69	0.312	15.86	41.251	0.25575
15.915	59.669	0.31274	15.915	41.252	0.25491
15.97	59.674	0.31234	15.97	41.234	0.25568
16.026	59.682	0.31166	16.026	41.236	0.25638
16.081	59.714	0.3112	16.081	41.229	0.25698
16.136	59.737	0.31129	16.136	41.223	0.25708
16.191	59.765	0.31096	16.191	41.245	0.25728
16.247	59.773	0.31062	16.247	41.247	0.25795
16.302	59.785	0.3103	16.302	41.223	0.25846
16.357	59.836	0.3111	16.357	41.254	0.25763
16.412	59.842	0.3099	16.412	41.278	0.25827
16.468	59.891	0.31077	16.468	41.301	0.2568
16.523	59.852	0.3099	16.523	41.309	0.25815
16.578	59.844	0.31082	16.578	41.307	0.25705
16.634	59.849	0.31043	16.634	41.323	0.25804
16.689	59.822	0.31117	16.689	41.385	0.25695
16.744	59.781	0.30965	16.744	41.384	0.25845
16.799	59.802	0.30972	16.799	41.403	0.25783
16.855	59.813	0.30943	16.855	41.416	0.25824
16.91	59.81	0.30935	16.91	41.436	0.25788
16.965	59.779	0.3084	16.965	41.478	0.25877
17.02	59.802	0.30881	17.02	41.498	0.25856
17.076	59.77	0.3088	17.076	41.5	0.25842
17.131	59.754	0.30926	17.131	41.494	0.25774
17.186	59.798	0.30861	17.186	41.515	0.25779
17.241	59.783	0.30859	17.241	41.538	0.25849
17.297	59.823	0.3081	17.297	41.553	0.25791
17.352	59.799	0.30853	17.352	41.528	0.25784
17.407	59.835	0.30885	17.407	41.525	0.25726
17.462	59.829	0.30842	17.462	41.528	0.25775
17.518	59.833	0.30838	17.518	41.546	0.25777
17.573	59.873	0.30889	17.573	41.537	0.25693
17.628	59.85	0.30804	17.628	41.486	0.25803
17.683	59.857	0.30756	17.683	41.491	0.25848
17.739	59.866	0.3072	17.739	41.49	0.259
17.794	59.9	0.30756	17.794	41.478	0.25861
17.849	59.914	0.30727	17.849	41.482	0.2587
17.905	59.888	0.3077	17.905	41.49	0.25849
17.96	59.862	0.30744	17.96	41.5	0.25873
18.015	59.912	0.30762	18.015	41.548	0.2584
18.07	59.887	0.30757	18.07	41.535	0.25899
18.126	59.942	0.30846	18.126	41.523	0.25834
18.181	59.941	0.30865	18.181	41.519	0.25893
18.236	59.977	0.30912	18.236	41.52	0.25824
18.291	59.957	0.30913	18.291	41.526	0.25827
18.347	59.991	0.30945	18.347	41.554	0.2574
18.402	59.996	0.30973	18.402	41.587	0.25707
18.457	59.929	0.31032	18.457	41.562	0.25699
18.512	59.956	0.31005	18.512	41.55	0.25733
18.568	59.975	0.30971	18.568	41.555	0.2576
18.623	60.011	0.31019	18.623	41.563	0.25681
18.678	60.02	0.30998	18.678	41.563	0.25693
18.733	59.993	0.31008	18.733	41.55	0.25745
18.789	59.981	0.30997	18.789	41.533	0.25801
18.844	60.027	0.31043	18.844	41.543	0.25737
18.899	60.042	0.3108	18.899	41.545	0.25737
18.954	60.001	0.31172	18.954	41.515	0.25655
19.01	60.031	0.31095	19.01	41.534	0.25668
19.065	60.034	0.31129	19.065	41.553	0.25581
19.12	59.998	0.31128	19.12	41.555	0.25598
19.176	60.025	0.31169	19.176	41.549	0.25549
19.231	60.047	0.3114	19.231	41.56	0.25536
19.286	60.024	0.31149	19.286	41.53	0.25528
19.341	60.029	0.31173	19.341	41.507	0.2549
19.397	60.072	0.31101	19.397	41.521	0.25492
19.452	60.026	0.31094	19.452	41.53	0.25582
19.507	60.066	0.31115	19.507	41.541	0.25498
19.562	60.107	0.3108	19.562	41.551	0.25573
19.618	60.122	0.31274	19.618	41.515	0.25284
19.673	60.067	0.31078	19.673	41.485	0.25595
19.728	60.116	0.31118	19.728	41.508	0.25475
19.783	60.131	0.31054	19.783	41.555	0.25507
19.839	60.115	0.31041	19.839	41.558	0.25478
19.894	60.106	0.31061	19.894	41.53	0.25541
19.949	60.157	0.31155	19.949	41.544	0.25413
20.004	60.102	0.31151	20.004	41.537	0.25453
20.06	60.121	0.31156	20.06	41.556	0.25415
20.115	60.146	0.31178	20.115	41.54	0.25341
20.17	60.114	0.31159	20.17	41.506	0.25357
20.225	60.089	0.31105	20.225	41.537	0.2544
20.281	60.115	0.3116	20.281	41.528	0.25392
20.336	60.173	0.3118	20.336	41.556	0.25325
20.391	60.191	0.31169	20.391	41.588	0.25313
20.447	60.194	0.31188	20.447	41.593	0.25301
20.502	60.228	0.31163	20.502	41.603	0.25278
20.557	60.215	0.31106	20.557	41.612	0.25355
20.612	60.251	0.3112	20.612	41.612	0.25318
20.668	60.249	0.31147	20.668	41.631	0.25342
20.723	60.273	0.31229	20.723	41.631	0.25292
20.778	60.278	0.31299	20.778	41.642	0.25286
20.833	60.278	0.3133	20.833	41.647	0.25191
20.889	60.321	0.31257	20.889	41.64	0.25269
20.944	60.298	0.31204	20.944	41.648	0.25354
20.999	60.318	0.31238	20.999	41.622	0.25351
21.054	60.329	0.31279	21.054	41.611	0.2537
21.11	60.306	0.31266	21.11	41.605	0.25403
21.165	60.359	0.31231	21.165	41.634	0.2534
21.22	60.394	0.31206	21.22	41.662	0.25359
21.275	60.359	0.31195	21.275	41.655	0.25421
21.331	60.407	0.31198	21.331	41.651	0.25402
21.386	60.411	0.31174	21.386	41.665	0.2547
21.441	60.44	0.31134	21.441	41.668	0.25495
21.496	60.46	0.3114	21.496	41.677	0.25462
21.552	60.429	0.31101	21.552	41.656	0.25525
21.607	60.427	0.31047	21.607	41.646	0.25564
21.662	60.4	0.31078	21.662	41.604	0.25567
21.718	60.448	0.31008	21.718	41.64	0.25629
21.773	60.475	0.31063	21.773	41.648	0.25555
21.828	60.485	0.31091	21.828	41.663	0.2552
21.883	60.47	0.3109	21.883	41.657	0.25506
21.939	60.44	0.31038	21.939	41.666	0.25611
