Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
1.5061	63.651	0.18807	1.5061	32.98	0.51212	33.64	0.54196
1.558	63.665	0.18798	1.558	33.004	0.51147	33.666	0.54126
1.61	63.667	0.18815	1.61	33.006	0.51075	33.667	0.5405
1.6619	63.676	0.18835	1.6619	33.006	0.51043	33.667	0.54017
1.7138	63.676	0.18803	1.7138	33.042	0.51134	33.708	0.54107
1.7658	63.642	0.187	1.7658	33.103	0.51242	33.775	0.54207
1.8177	63.645	0.18743	1.8177	33.104	0.51184	33.777	0.54149
1.8696	63.607	0.1875	1.8696	33.103	0.51215	33.778	0.54174
1.9216	63.61	0.18728	1.9216	33.114	0.51245	33.792	0.54205
1.9735	63.616	0.18677	1.9735	33.157	0.51255	33.839	0.54215
2.0254	63.641	0.18664	2.0254	33.165	0.51253	33.847	0.54212
2.0774	63.677	0.18712	2.0774	33.183	0.51164	33.866	0.54118
2.1293	63.66	0.18676	2.1293	33.2	0.51214	33.886	0.54166
2.1813	63.635	0.18625	2.1813	33.218	0.51226	33.907	0.54176
2.2332	63.658	0.18611	2.2332	33.222	0.51187	33.91	0.54134
2.2851	63.666	0.18659	2.2851	33.254	0.51166	33.945	0.54108
2.3371	63.663	0.18646	2.3371	33.29	0.51237	33.986	0.54176
2.389	63.684	0.18598	2.389	33.309	0.51221	34.008	0.54158
2.4409	63.682	0.18613	2.4409	33.319	0.51157	34.019	0.54087
2.4929	63.701	0.18618	2.4929	33.332	0.51099	34.031	0.54024
2.5448	63.705	0.18626	2.5448	33.348	0.51085	34.05	0.54006
2.5967	63.714	0.18561	2.5967	33.365	0.51099	34.069	0.54017
2.6487	63.711	0.18535	2.6487	33.4	0.5113	34.109	0.54041
2.7006	63.748	0.18526	2.7006	33.44	0.51081	34.152	0.53985
2.7525	63.789	0.18528	2.7525	33.456	0.51032	34.169	0.53936
2.8045	63.792	0.18574	2.8045	33.454	0.50964	34.168	0.5386
2.8564	63.803	0.18531	2.8564	33.483	0.50978	34.2	0.53866
2.9083	63.829	0.18457	2.9083	33.518	0.51023	34.238	0.53906
2.9603	63.833	0.18431	2.9603	33.551	0.50961	34.274	0.53836
3.0122	63.87	0.18466	3.0122	33.556	0.50875	34.278	0.53747
3.0641	63.874	0.18538	3.0641	33.562	0.50788	34.285	0.53657
3.1161	63.893	0.18563	3.1161	33.594	0.50718	34.32	0.53579
3.168	63.888	0.18561	3.168	33.605	0.50662	34.333	0.53516
3.2199	63.905	0.1858	3.2199	33.617	0.50598	34.346	0.53449
3.2719	63.943	0.18595	3.2719	33.636	0.50534	34.365	0.53379
3.3238	63.91	0.18565	3.3238	33.654	0.50562	34.386	0.53403
3.3757	63.929	0.18538	3.3757	33.664	0.50591	34.398	0.53427
3.4277	63.91	0.1849	3.4277	33.685	0.50632	34.422	0.53467
3.4796	63.901	0.18425	3.4796	33.719	0.50675	34.46	0.53501
3.5316	63.922	0.18351	3.5316	33.769	0.50655	34.514	0.53473
3.5835	63.928	0.18365	3.5835	33.785	0.5058	34.532	0.5339
3.6354	63.986	0.18442	3.6354	33.792	0.50422	34.538	0.53229
3.6874	63.98	0.1848	3.6874	33.8	0.5035	34.547	0.53153
3.7393	63.957	0.18397	3.7393	33.839	0.50444	34.59	0.53237
3.7912	63.913	0.18394	3.7912	33.881	0.50492	34.637	0.53282
3.8432	63.958	0.18523	3.8432	33.871	0.50288	34.626	0.53073
3.8951	64.024	0.1864	3.8951	33.864	0.50139	34.618	0.52924
3.947	64.011	0.18626	3.947	33.882	0.50111	34.638	0.52892
3.999	63.991	0.18653	3.999	33.877	0.50052	34.633	0.52827
4.0509	64.016	0.18684	4.0509	33.885	0.49945	34.643	0.52715
4.1028	64.025	0.18628	4.1028	33.898	0.49965	34.658	0.52733
4.1548	64.029	0.18601	4.1548	33.912	0.499	34.674	0.52662
4.2067	64.004	0.18629	4.2067	33.909	0.49862	34.671	0.52619
4.2586	64.063	0.18629	4.2586	33.933	0.49763	34.697	0.52513
4.3106	64.078	0.18583	4.3106	33.97	0.4983	34.738	0.52576
4.3625	64.092	0.18537	4.3625	34.009	0.49861	34.782	0.52603
4.4144	64.106	0.18617	4.4144	33.999	0.49753	34.772	0.52493
4.4664	64.167	0.18616	4.4664	34.02	0.49679	34.792	0.52414
4.5183	64.132	0.18633	4.5183	34.039	0.49636	34.813	0.5236
4.5702	64.181	0.18677	4.5702	34.077	0.49538	34.855	0.52251
4.6222	64.193	0.18723	4.6222	34.102	0.49488	34.884	0.52196
4.6741	64.221	0.18731	4.6741	34.119	0.49427	34.903	0.52133
4.726	64.243	0.18711	4.726	34.148	0.49422	34.934	0.52123
4.778	64.247	0.18747	4.778	34.158	0.49373	34.945	0.52072
4.8299	64.259	0.18776	4.8299	34.165	0.49307	34.953	0.52001
4.8818	64.222	0.18872	4.8818	34.142	0.4927	34.932	0.51967
4.9338	64.253	0.18848	4.9338	34.154	0.4926	34.946	0.51957
4.9857	64.24	0.18799	4.9857	34.183	0.49234	34.977	0.51923
5.0377	64.21	0.18748	5.0377	34.196	0.49263	34.992	0.51945
5.0896	64.272	0.18732	5.0896	34.227	0.49192	35.025	0.51867
5.1415	64.241	0.1881	5.1415	34.224	0.49088	35.023	0.51757
5.1935	64.273	0.18787	5.1935	34.27	0.49033	35.073	0.5169
5.2454	64.3	0.18804	5.2454	34.294	0.48996	35.1	0.51648
5.2973	64.302	0.18771	5.2973	34.342	0.4901	35.153	0.51656
5.3493	64.322	0.18811	5.3493	34.364	0.48938	35.177	0.51577
5.4012	64.311	0.18881	5.4012	34.377	0.48849	35.193	0.51483
5.4531	64.367	0.18863	5.4531	34.417	0.48826	35.236	0.51454
5.5051	64.363	0.18876	5.5051	34.441	0.48839	35.264	0.51464
5.557	64.355	0.18931	5.557	34.44	0.48798	35.264	0.51424
5.6089	64.381	0.18842	5.6089	34.489	0.48842	35.317	0.51463
5.6609	64.37	0.18819	5.6609	34.557	0.48866	35.391	0.51478
5.7128	64.401	0.18792	5.7128	34.6	0.48847	35.437	0.51452
5.7647	64.411	0.18888	5.7647	34.603	0.4878	35.439	0.51382
5.8167	64.444	0.18967	5.8167	34.616	0.48641	35.453	0.51236
5.8686	64.454	0.18992	5.8686	34.63	0.48566	35.47	0.51156
5.9205	64.438	0.18963	5.9205	34.651	0.48536	35.491	0.51121
5.9725	64.41	0.18995	5.9725	34.667	0.48479	35.511	0.51056
6.0244	64.45	0.19026	6.0244	34.666	0.48379	35.509	0.50956
6.0763	64.402	0.18922	6.0763	34.677	0.48497	35.521	0.51069
6.1283	64.378	0.18908	6.1283	34.732	0.4858	35.583	0.51145
6.1802	64.42	0.18967	6.1802	34.763	0.48488	35.617	0.51052
6.2321	64.468	0.18921	6.2321	34.794	0.48469	35.649	0.51031
6.2841	64.449	0.18898	6.2841	34.8	0.48506	35.655	0.51067
6.336	64.502	0.19027	6.336	34.823	0.48419	35.68	0.50978
6.388	64.478	0.19152	6.388	34.813	0.4836	35.671	0.50918
6.4399	64.502	0.19086	6.4399	34.835	0.48393	35.698	0.50948
6.4918	64.51	0.19035	6.4918	34.862	0.48357	35.727	0.50906
6.5438	64.531	0.19059	6.5438	34.873	0.48294	35.738	0.50841
6.5957	64.545	0.1912	6.5957	34.868	0.48219	35.732	0.50766
6.6476	64.545	0.19176	6.6476	34.859	0.48172	35.723	0.50722
6.6996	64.574	0.1926	6.6996	34.816	0.48082	35.677	0.50635
6.7515	64.589	0.19279	6.7515	34.833	0.48056	35.696	0.50605
6.8034	64.615	0.19276	6.8034	34.871	0.48023	35.737	0.50566
6.8554	64.635	0.19276	6.8554	34.896	0.48025	35.765	0.50565
6.9073	64.638	0.19266	6.9073	34.923	0.48053	35.795	0.50589
6.9592	64.618	0.19231	6.9592	34.945	0.4808	35.819	0.50613
7.0112	64.626	0.19214	7.0112	34.958	0.48074	35.835	0.50603
7.0631	64.629	0.19134	7.0631	35	0.48142	35.88	0.50663
7.115	64.637	0.1907	7.115	35.033	0.48174	35.915	0.50688
7.167	64.639	0.1905	7.167	35.053	0.48165	35.937	0.50674
7.2189	64.648	0.19053	7.2189	35.07	0.48154	35.957	0.50662
7.2708	64.629	0.1908	7.2708	35.066	0.48157	35.954	0.50663
7.3228	64.688	0.19204	7.3228	35.054	0.48157	35.941	0.50663
7.3747	64.702	0.19374	7.3747	35.088	0.48178	35.978	0.50679
7.4266	64.706	0.19517	7.4266	35.126	0.48115	36.018	0.50613
7.4786	64.678	0.19688	7.4786	35.157	0.4806	36.051	0.50553
7.5305	64.675	0.19852	7.5305	35.158	0.47948	36.052	0.5044
7.5824	64.734	0.1997	7.5824	35.156	0.47763	36.049	0.50252
7.6344	64.765	0.20056	7.6344	35.161	0.47659	36.054	0.50145
7.6863	64.78	0.20095	7.6863	35.158	0.4761	36.052	0.50093
7.7382	64.791	0.20026	7.7382	35.154	0.47662	36.049	0.50144
7.7902	64.815	0.19996	7.7902	35.159	0.47729	36.055	0.50213
7.8421	64.839	0.19957	7.8421	35.172	0.47669	36.07	0.50148
7.8941	64.858	0.19886	7.8941	35.17	0.4766	36.068	0.50137
7.946	64.858	0.19827	7.946	35.178	0.47729	36.077	0.50205
7.9979	64.858	0.19906	7.9979	35.171	0.4769	36.069	0.50168
8.0499	64.854	0.19931	8.0499	35.173	0.47673	36.072	0.50153
8.1018	64.819	0.19926	8.1018	35.171	0.47707	36.071	0.50187
8.1537	64.853	0.19874	8.1537	35.189	0.47716	36.09	0.50194
8.2057	64.814	0.19876	8.2057	35.192	0.47741	36.095	0.50219
8.2576	64.846	0.19734	8.2576	35.214	0.47881	36.119	0.50356
8.3095	64.817	0.19731	8.3095	35.215	0.47936	36.12	0.5041
8.3615	64.811	0.19716	8.3615	35.225	0.47962	36.13	0.50435
8.4134	64.841	0.19747	8.4134	35.23	0.4796	36.135	0.50434
8.4653	64.849	0.19785	8.4653	35.231	0.47963	36.136	0.5044
8.5173	64.821	0.19785	8.5173	35.218	0.47964	36.122	0.50441
8.5692	64.817	0.19837	8.5692	35.204	0.47874	36.107	0.50349
8.6211	64.851	0.19916	8.6211	35.192	0.478	36.094	0.50278
8.6731	64.85	0.19961	8.6731	35.185	0.47707	36.085	0.50185
8.725	64.833	0.19999	8.725	35.167	0.47621	36.064	0.501
8.7769	64.816	0.20026	8.7769	35.149	0.47578	36.045	0.50056
8.8289	64.821	0.19987	8.8289	35.156	0.47615	36.051	0.50094
8.8808	64.783	0.19982	8.8808	35.131	0.47645	36.025	0.50126
8.9327	64.795	0.19972	8.9327	35.119	0.47656	36.011	0.50141
8.9847	64.805	0.19925	8.9847	35.137	0.47705	36.029	0.5019
9.0366	64.803	0.19942	9.0366	35.113	0.47739	36.003	0.50231
9.0885	64.739	0.19926	9.0885	35.084	0.47881	35.972	0.50374
9.1405	64.839	0.19844	9.1405	35.105	0.47881	35.99	0.50377
9.1924	64.835	0.19994	9.1924	35.075	0.47812	35.957	0.50311
9.2444	64.772	0.20044	9.2444	35.04	0.47789	35.92	0.50293
9.2963	64.784	0.20046	9.2963	35.015	0.4776	35.893	0.50267
9.3482	64.774	0.20097	9.3482	34.981	0.4773	35.855	0.50243
9.4002	64.801	0.20233	9.4002	34.939	0.47617	35.809	0.50136
9.4521	64.754	0.20232	9.4521	34.918	0.47674	35.786	0.50194
9.504	64.753	0.20198	9.504	34.917	0.4766	35.784	0.50179
9.556	64.765	0.20228	9.556	34.898	0.47652	35.764	0.50175
9.6079	64.776	0.20299	9.6079	34.876	0.47626	35.739	0.50154
9.6598	64.725	0.20303	9.6598	34.846	0.4767	35.707	0.50202
9.7118	64.711	0.20306	9.7118	34.832	0.47661	35.691	0.50194
9.7637	64.696	0.20351	9.7637	34.818	0.47635	35.676	0.50169
9.8156	64.668	0.20313	9.8156	34.803	0.47667	35.659	0.50203
9.8676	64.715	0.20259	9.8676	34.816	0.47685	35.671	0.5022
9.9195	64.698	0.20276	9.9195	34.799	0.47721	35.652	0.50257
9.9714	64.686	0.20289	9.9714	34.783	0.47662	35.634	0.50198
10.023	64.651	0.20293	10.023	34.773	0.47704	35.623	0.50241
10.075	64.64	0.20286	10.075	34.766	0.4774	35.616	0.50283
10.127	64.623	0.20284	10.127	34.733	0.47732	35.58	0.50279
10.179	64.638	0.20281	10.179	34.702	0.4775	35.545	0.50302
10.231	64.594	0.20266	10.231	34.683	0.47835	35.524	0.50394
10.283	64.565	0.20229	10.283	34.653	0.47878	35.493	0.50442
10.335	64.6	0.20181	10.335	34.633	0.47909	35.47	0.50479
10.387	64.602	0.20161	10.387	34.609	0.47933	35.442	0.50505
10.439	64.609	0.20153	10.439	34.579	0.47959	35.408	0.50537
10.491	64.598	0.20105	10.491	34.563	0.48034	35.391	0.50617
10.543	64.579	0.20113	10.543	34.546	0.48016	35.374	0.50603
10.595	64.586	0.20017	10.595	34.553	0.48116	35.38	0.50705
10.647	64.553	0.20025	10.647	34.522	0.4817	35.346	0.50764
10.699	64.541	0.20049	10.699	34.484	0.48136	35.305	0.50735
10.75	64.537	0.20033	10.75	34.485	0.48159	35.305	0.50758
10.802	64.512	0.20073	10.802	34.464	0.48167	35.283	0.50772
10.854	64.483	0.20069	10.854	34.438	0.48231	35.254	0.50843
10.906	64.475	0.20023	10.906	34.416	0.48315	35.229	0.50927
10.958	64.521	0.20102	10.958	34.407	0.48195	35.218	0.50811
11.01	64.515	0.20083	11.01	34.388	0.48205	35.195	0.50827
11.062	64.461	0.20012	11.062	34.371	0.48319	35.175	0.50944
11.114	64.439	0.20085	11.114	34.331	0.48331	35.132	0.50963
11.166	64.438	0.20083	11.166	34.296	0.48295	35.094	0.50933
11.218	64.427	0.20112	11.218	34.277	0.48279	35.073	0.50923
11.27	64.421	0.20122	11.27	34.259	0.48302	35.053	0.50948
11.322	64.402	0.20125	11.322	34.237	0.48374	35.03	0.51025
11.374	64.385	0.20155	11.374	34.198	0.48387	34.986	0.51043
11.426	64.413	0.20226	11.426	34.165	0.4831	34.951	0.50971
11.478	64.395	0.20195	11.478	34.128	0.48366	34.91	0.51037
11.529	64.317	0.20147	11.529	34.1	0.48477	34.881	0.51151
11.581	64.325	0.20089	11.581	34.115	0.48554	34.896	0.51224
11.633	64.352	0.2006	11.633	34.086	0.486	34.864	0.51279
11.685	64.294	0.20169	11.685	34.009	0.48481	34.779	0.51167
11.737	64.241	0.20189	11.737	33.986	0.48558	34.755	0.51245
11.789	64.273	0.2013	11.789	33.995	0.48591	34.765	0.51286
11.841	64.259	0.20185	11.841	33.96	0.48611	34.725	0.51312
11.893	64.232	0.20241	11.893	33.95	0.48602	34.712	0.51303
11.945	64.261	0.20345	11.945	33.927	0.48563	34.685	0.51271
11.997	64.275	0.2031	11.997	33.958	0.48593	34.718	0.51299
12.049	64.245	0.20398	12.049	33.891	0.48534	34.646	0.51251
12.101	64.203	0.20397	12.101	33.894	0.4857	34.648	0.51281
12.153	64.27	0.20291	12.153	33.933	0.48679	34.687	0.51392
12.205	64.28	0.20341	12.205	33.904	0.48612	34.654	0.51334
12.257	64.223	0.20486	12.257	33.852	0.48559	34.599	0.51288
12.308	64.182	0.20495	12.308	33.831	0.48608	34.577	0.51343
12.36	64.195	0.20422	12.36	33.824	0.48654	34.568	0.51393
12.412	64.176	0.20435	12.412	33.809	0.48658	34.55	0.51399
12.464	64.163	0.20532	12.464	33.782	0.48577	34.519	0.51316
12.516	64.126	0.20577	12.516	33.733	0.48628	34.466	0.5138
12.568	64.095	0.20538	12.568	33.716	0.48777	34.448	0.51534
12.62	64.056	0.20627	12.62	33.662	0.48713	34.39	0.51476
12.672	64.049	0.20593	12.672	33.676	0.48743	34.405	0.51507
12.724	64.008	0.20559	12.724	33.68	0.4877	34.41	0.51532
12.776	64.034	0.2066	12.776	33.633	0.48713	34.357	0.51487
12.828	64.027	0.20664	12.828	33.614	0.48732	34.335	0.51509
12.88	63.983	0.20668	12.88	33.581	0.48778	34.299	0.51561
12.932	63.946	0.2066	12.932	33.557	0.48787	34.274	0.51567
12.984	63.94	0.20722	12.984	33.548	0.48709	34.262	0.5149
13.036	63.963	0.20785	13.036	33.529	0.487	34.24	0.51489
13.088	63.908	0.20782	13.088	33.51	0.48799	34.221	0.51595
13.139	63.906	0.20728	13.139	33.487	0.48836	34.194	0.51641
13.191	63.869	0.20773	13.191	33.472	0.48867	34.177	0.51676
13.243	63.818	0.2076	13.243	33.445	0.48997	34.148	0.51811
13.295	63.825	0.20792	13.295	33.419	0.48981	34.119	0.51802
13.347	63.804	0.20842	13.347	33.383	0.48931	34.078	0.51751
13.399	63.766	0.2083	13.399	33.34	0.49028	34.032	0.51856
13.451	63.737	0.20859	13.451	33.32	0.49118	34.011	0.51956
13.503	63.727	0.20817	13.503	33.309	0.49165	33.999	0.5201
13.555	63.777	0.20808	13.555	33.32	0.49096	34.008	0.51937
13.607	63.737	0.20922	13.607	33.254	0.49033	33.935	0.51881
13.659	63.747	0.20935	13.659	33.227	0.4905	33.906	0.51905
13.711	63.759	0.20955	13.711	33.213	0.49016	33.889	0.51876
13.763	63.693	0.21011	13.763	33.178	0.49035	33.852	0.51896
13.815	63.681	0.21033	13.815	33.176	0.49145	33.851	0.52014
13.867	63.734	0.20933	13.867	33.192	0.49206	33.866	0.52085
13.918	63.692	0.20982	13.918	33.161	0.49134	33.831	0.52008
13.97	63.648	0.21089	13.97	33.094	0.49166	33.759	0.52051
14.022	63.66	0.21007	14.022	33.11	0.49284	33.777	0.52179
14.074	63.647	0.20935	14.074	33.117	0.49285	33.782	0.52175
14.126	63.676	0.20986	14.126	33.12	0.49276	33.783	0.52165
14.178	63.665	0.21091	14.178	33.079	0.4925	33.738	0.5215
14.23	63.643	0.21078	14.23	33.07	0.49268	33.727	0.52172
14.282	63.599	0.21086	14.282	33.047	0.49347	33.703	0.52254
14.334	63.623	0.20989	14.334	33.068	0.49387	33.725	0.52294
14.386	63.696	0.20946	14.386	33.064	0.49329	33.716	0.52242
14.438	63.675	0.20994	14.438	33.051	0.49259	33.699	0.52171
14.49	63.611	0.21012	14.49	33.012	0.493	33.658	0.52217
14.542	63.591	0.21005	14.542	32.974	0.49424	33.616	0.52352
14.594	63.698	0.21056	14.594	32.996	0.49313	33.637	0.52243
14.646	63.795	0.21054	14.646	33.026	0.49216	33.664	0.52144
14.697	63.821	0.21196	14.697	33.017	0.49118	33.652	0.52049
14.749	63.734	0.20991	14.749	33	0.49258	33.632	0.52188
14.801	63.65	0.21082	14.801	32.926	0.4929	33.552	0.52222
14.853	63.658	0.21238	14.853	32.887	0.49139	33.511	0.52076
14.905	63.727	0.21332	14.905	32.868	0.49117	33.49	0.52068
14.957	63.719	0.21316	14.957	32.867	0.49117	33.487	0.52071
15.009	63.711	0.21425	15.009	32.861	0.49043	33.48	0.51994
15.061	63.671	0.21444	15.061	32.828	0.49097	33.444	0.52046
15.113	63.68	0.21446	15.113	32.803	0.49137	33.417	0.52094
15.165	63.656	0.21463	15.165	32.794	0.49178	33.407	0.52137
15.217	63.629	0.21423	15.217	32.795	0.49245	33.407	0.52209
15.269	63.667	0.21464	15.269	32.798	0.49192	33.409	0.52163
15.321	63.676	0.21497	15.321	32.766	0.49122	33.374	0.52093
15.373	63.621	0.21617	15.373	32.718	0.49098	33.322	0.52067
15.425	63.626	0.21587	15.425	32.713	0.49177	33.315	0.52155
15.476	63.616	0.21531	15.476	32.729	0.49259	33.334	0.52244
15.528	63.589	0.21564	15.528	32.703	0.49392	33.306	0.52396
15.58	63.589	0.21721	15.58	32.639	0.49311	33.237	0.52321
15.632	63.569	0.21704	15.632	32.635	0.49264	33.231	0.52268
15.684	63.583	0.21738	15.684	32.614	0.4921	33.206	0.52215
15.736	63.545	0.21655	15.736	32.594	0.49265	33.185	0.52275
15.788	63.522	0.2173	15.788	32.558	0.4923	33.144	0.52244
15.84	63.487	0.21712	15.84	32.546	0.49271	33.13	0.52289
15.892	63.402	0.21642	15.892	32.517	0.49396	33.101	0.52421
15.944	63.4	0.21544	15.944	32.522	0.49504	33.105	0.52526
15.996	63.371	0.2153	15.996	32.501	0.49561	33.082	0.52592
16.048	63.367	0.2148	16.048	32.517	0.49635	33.098	0.52671
16.1	63.294	0.21451	16.1	32.511	0.49785	33.091	0.52825
16.152	63.302	0.21592	16.152	32.462	0.4968	33.037	0.52725
16.204	63.283	0.21768	16.204	32.396	0.49557	32.965	0.52609
16.256	63.231	0.21775	16.256	32.381	0.49577	32.95	0.52627
16.307	63.267	0.21785	16.307	32.352	0.49589	32.918	0.52647
16.359	63.226	0.21805	16.359	32.343	0.4965	32.907	0.52712
16.411	63.155	0.21836	16.411	32.327	0.49678	32.888	0.52749
16.463	63.148	0.21859	16.463	32.312	0.49667	32.873	0.52737
16.515	63.151	0.21883	16.515	32.281	0.49687	32.839	0.52765
16.567	63.111	0.21956	16.567	32.225	0.4963	32.778	0.52714
16.619	63.112	0.21887	16.619	32.246	0.49724	32.799	0.52811
16.671	63.086	0.21815	16.671	32.244	0.4986	32.797	0.52956
16.723	63.061	0.21892	16.723	32.194	0.49773	32.743	0.52869
16.775	63.057	0.21931	16.775	32.167	0.49747	32.712	0.52843
16.827	63.04	0.21909	16.827	32.167	0.49769	32.711	0.52865
16.879	63.055	0.21916	16.879	32.17	0.49876	32.714	0.5298
16.931	63.022	0.21913	16.931	32.136	0.49935	32.676	0.53045
16.983	62.993	0.21928	16.983	32.116	0.49928	32.655	0.53045
17.035	63.002	0.21887	17.035	32.131	0.50036	32.673	0.53162
17.086	63.001	0.21857	17.086	32.11	0.50059	32.649	0.53199
17.138	62.965	0.21843	17.138	32.072	0.49998	32.606	0.53135
17.19	62.964	0.2176	17.19	32.091	0.5009	32.624	0.53221
17.242	62.945	0.21855	17.242	32.066	0.50129	32.598	0.5327
17.294	62.909	0.21868	17.294	32.011	0.50126	32.536	0.53274
17.346	62.882	0.21826	17.346	32.003	0.50163	32.528	0.53311
17.398	62.899	0.21872	17.398	32.019	0.50156	32.544	0.5331
17.45	62.853	0.21967	17.45	31.988	0.50109	32.51	0.53269
17.502	62.777	0.21991	17.502	31.942	0.50167	32.461	0.53328
17.554	62.785	0.21981	17.554	31.925	0.50214	32.44	0.53383
17.606	62.786	0.21938	17.606	31.939	0.50306	32.455	0.53481
17.658	62.734	0.22067	17.658	31.893	0.50276	32.406	0.53459
17.71	62.677	0.21932	17.71	31.868	0.50412	32.38	0.53592
17.762	62.671	0.21844	17.762	31.888	0.50512	32.401	0.53695
17.814	62.703	0.21792	17.814	31.895	0.50508	32.408	0.53695
17.865	62.665	0.218	17.865	31.838	0.50572	32.346	0.53765
17.917	62.713	0.21909	17.917	31.834	0.50529	32.34	0.53727
17.969	62.67	0.21909	17.969	31.823	0.50612	32.328	0.53815
18.021	62.609	0.21961	18.021	31.772	0.5062	32.273	0.53833
18.073	62.621	0.22014	18.073	31.753	0.50616	32.252	0.53837
18.125	62.621	0.2203	18.125	31.747	0.50679	32.245	0.53902
18.177	62.61	0.22059	18.177	31.692	0.50619	32.185	0.53848
18.229	62.55	0.22006	18.229	31.67	0.50645	32.16	0.53874
18.281	62.551	0.21999	18.281	31.664	0.5068	32.154	0.53909
18.333	62.544	0.22027	18.333	31.678	0.50764	32.171	0.53995
18.385	62.556	0.22007	18.385	31.703	0.50833	32.197	0.54068
18.437	62.587	0.22081	18.437	31.704	0.50727	32.196	0.53962
18.489	62.527	0.22075	18.489	31.687	0.50784	32.179	0.5402
18.541	62.526	0.22008	18.541	31.675	0.50849	32.167	0.54086
18.593	62.538	0.21977	18.593	31.679	0.50846	32.17	0.54079
18.645	62.603	0.22073	18.645	31.69	0.50729	32.177	0.53952
18.696	62.657	0.22166	18.696	31.681	0.50653	32.166	0.53871
18.748	62.622	0.22236	18.748	31.663	0.50593	32.146	0.5381
18.8	62.678	0.22226	18.8	31.657	0.50491	32.138	0.53712
18.852	62.714	0.22146	18.852	31.674	0.50523	32.158	0.53743
18.904	62.67	0.22106	18.904	31.685	0.50601	32.173	0.53828
18.956	62.653	0.22088	18.956	31.694	0.50644	32.184	0.53874
19.008	62.638	0.22042	19.008	31.706	0.50703	32.198	0.53933
19.06	62.616	0.22084	19.06	31.68	0.50693	32.172	0.53925
19.112	62.625	0.21989	19.112	31.646	0.50736	32.135	0.5397
19.164	62.64	0.21816	19.164	31.677	0.50741	32.167	0.53965
19.216	62.634	0.21837	19.216	31.69	0.50739	32.181	0.5396
19.268	62.673	0.21867	19.268	31.712	0.50706	32.205	0.53927
19.32	62.629	0.21799	19.32	31.722	0.50771	32.216	0.53988
19.372	62.641	0.21894	19.372	31.69	0.50754	32.182	0.53975
19.424	62.649	0.21882	19.424	31.693	0.50736	32.184	0.53959
19.475	62.644	0.21782	19.475	31.751	0.50831	32.246	0.54049
19.527	62.64	0.21843	19.527	31.747	0.50799	32.244	0.54018
19.579	62.642	0.21843	19.579	31.736	0.50824	32.23	0.54046
19.631	62.631	0.21816	19.631	31.739	0.50821	32.234	0.54039
19.683	62.56	0.21734	19.683	31.726	0.50912	32.221	0.54127
19.735	62.521	0.21612	19.735	31.73	0.50955	32.223	0.54169
19.787	62.403	0.21527	19.787	31.765	0.51219	32.261	0.54432
19.839	62.181	0.2137	19.839	31.876	0.5185	32.388	0.55035
19.891	62.189	0.21633	19.891	31.971	0.52389	32.491	0.55537
19.943	62.158	0.22516	19.943	31.693	0.51502	32.19	0.5462
19.995	62.127	0.2276	19.995	31.678	0.51466	32.189	0.54644
