Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	
3.1499	56.971	0.38425	3.1499	30.992	0.60926
3.2051	57.029	0.385	3.2051	30.997	0.60724
3.2604	57.032	0.38343	3.2604	31.099	0.60771
3.3156	57.046	0.38337	3.3156	31.121	0.60697
3.3709	57.002	0.38288	3.3709	31.124	0.60786
3.4262	57.024	0.3819	3.4262	31.203	0.60789
3.4814	57.079	0.38155	3.4814	31.263	0.60805
3.5367	57.242	0.38209	3.5367	31.326	0.60555
3.592	57.276	0.38321	3.592	31.334	0.60422
3.6472	57.325	0.38243	3.6472	31.392	0.60371
3.7025	57.316	0.38323	3.7025	31.403	0.60354
3.7577	57.368	0.38258	3.7577	31.441	0.60288
3.813	57.327	0.38231	3.813	31.462	0.60349
3.8683	57.337	0.38228	3.8683	31.482	0.60294
3.9235	57.351	0.38255	3.9235	31.479	0.60162
3.9788	57.342	0.38192	3.9788	31.516	0.60284
4.034	57.378	0.38028	4.034	31.59	0.6031
4.0893	57.352	0.38207	4.0893	31.571	0.60208
4.1446	57.482	0.38238	4.1446	31.595	0.60021
4.1998	57.495	0.38274	4.1998	31.616	0.60089
4.2551	57.539	0.38464	4.2551	31.576	0.59993
4.3103	57.594	0.38489	4.3103	31.616	0.59859
4.3656	57.619	0.3845	4.3656	31.658	0.59818
4.4209	57.619	0.38539	4.4209	31.661	0.59779
4.4761	57.64	0.38437	4.4761	31.697	0.59803
4.5314	57.695	0.38582	4.5314	31.667	0.59692
4.5866	57.706	0.38561	4.5866	31.683	0.59667
4.6419	57.727	0.38503	4.6419	31.727	0.59747
4.6972	57.787	0.38568	4.6972	31.766	0.59651
4.7524	57.816	0.38661	4.7524	31.751	0.5955
4.8077	57.804	0.38566	4.8077	31.783	0.59533
4.863	57.827	0.38537	4.863	31.816	0.59529
4.9182	57.837	0.38632	4.9182	31.817	0.59454
4.9735	57.879	0.38537	4.9735	31.844	0.59388
5.0287	57.912	0.38609	5.0287	31.844	0.59303
5.084	57.923	0.3858	5.084	31.88	0.59252
5.1393	57.905	0.38496	5.1393	31.911	0.59306
5.1945	57.919	0.38493	5.1945	31.915	0.59267
5.2498	57.875	0.38512	5.2498	31.928	0.59314
5.305	57.951	0.38413	5.305	31.974	0.59243
5.3603	57.932	0.38396	5.3603	31.977	0.59226
5.4156	57.965	0.38262	5.4156	32.034	0.59253
5.4708	57.957	0.38426	5.4708	32.04	0.59182
5.5261	57.938	0.38412	5.5261	32.04	0.5911
5.5813	57.901	0.38424	5.5813	32.057	0.5913
5.6366	57.911	0.38415	5.6366	32.076	0.59139
5.6919	57.884	0.38395	5.6919	32.058	0.59171
5.7471	57.96	0.38417	5.7471	32.059	0.59023
5.8024	57.925	0.38432	5.8024	32.064	0.5909
5.8576	57.984	0.38392	5.8576	32.099	0.59011
5.9129	57.998	0.38396	5.9129	32.138	0.58939
5.9682	58.022	0.38415	5.9682	32.131	0.5889
6.0234	58.048	0.38435	6.0234	32.144	0.58837
6.0787	58.069	0.38635	6.0787	32.129	0.58664
6.134	58.086	0.38548	6.134	32.107	0.58738
6.1892	58.116	0.38513	6.1892	32.135	0.58676
6.2445	58.126	0.38534	6.2445	32.145	0.58637
6.2997	58.158	0.38461	6.2997	32.183	0.58608
6.355	58.122	0.38466	6.355	32.214	0.58631
6.4103	58.128	0.38482	6.4103	32.219	0.5862
6.4655	58.163	0.38501	6.4655	32.233	0.5856
6.5208	58.134	0.38428	6.5208	32.235	0.58558
6.576	58.14	0.38463	6.576	32.222	0.5859
6.6313	58.188	0.38492	6.6313	32.249	0.58606
6.6866	58.222	0.38493	6.6866	32.278	0.58555
6.7418	58.177	0.38436	6.7418	32.29	0.58665
6.7971	58.159	0.38397	6.7971	32.337	0.58589
6.8523	58.141	0.38423	6.8523	32.368	0.58675
6.9076	58.198	0.38373	6.9076	32.429	0.58651
6.9629	58.143	0.38487	6.9629	32.407	0.586
7.0181	58.103	0.38539	7.0181	32.406	0.58603
7.0734	58.188	0.38503	7.0734	32.431	0.58473
7.1286	58.186	0.38571	7.1286	32.431	0.58416
7.1839	58.193	0.38474	7.1839	32.449	0.58483
7.2392	58.167	0.38506	7.2392	32.41	0.58566
7.2944	58.221	0.38471	7.2944	32.431	0.58485
7.3497	58.2	0.38386	7.3497	32.485	0.58553
7.405	58.189	0.38465	7.405	32.442	0.58537
7.4602	58.231	0.38445	7.4602	32.461	0.58472
7.5155	58.201	0.38424	7.5155	32.468	0.5844
7.5707	58.278	0.38459	7.5707	32.489	0.58312
7.626	58.299	0.38494	7.626	32.476	0.58398
7.6813	58.365	0.38441	7.6813	32.539	0.58366
7.7365	58.354	0.38494	7.7365	32.547	0.58296
7.7918	58.408	0.3847	7.7918	32.525	0.58229
7.847	58.4	0.38442	7.847	32.536	0.58304
7.9023	58.444	0.3838	7.9023	32.579	0.58279
7.9576	58.459	0.3846	7.9576	32.557	0.58284
8.0128	58.492	0.38489	8.0128	32.554	0.58317
8.0681	58.524	0.38482	8.0681	32.604	0.58418
8.1233	58.599	0.38503	8.1233	32.646	0.58339
8.1786	58.596	0.38597	8.1786	32.663	0.58385
8.2339	58.574	0.38684	8.2339	32.641	0.58265
8.2891	58.56	0.38705	8.2891	32.645	0.58302
8.3444	58.57	0.38601	8.3444	32.723	0.584
8.3996	58.535	0.38738	8.3996	32.729	0.58297
8.4549	58.476	0.38812	8.4549	32.707	0.58329
8.5102	58.466	0.38809	8.5102	32.707	0.583
8.5654	58.458	0.38716	8.5654	32.712	0.58246
8.6207	58.396	0.38659	8.6207	32.755	0.58406
8.676	58.48	0.38769	8.676	32.759	0.58116
8.7312	58.46	0.38772	8.7312	32.778	0.58241
8.7865	58.533	0.38754	8.7865	32.823	0.58265
8.8417	58.55	0.38627	8.8417	32.849	0.58221
8.897	58.524	0.38574	8.897	32.838	0.58253
8.9523	58.561	0.38616	8.9523	32.86	0.58143
9.0075	58.564	0.38543	9.0075	32.881	0.58238
9.0628	58.635	0.38516	9.0628	32.937	0.58229
9.118	58.627	0.38577	9.118	32.895	0.58165
9.1733	58.66	0.38499	9.1733	32.942	0.58147
9.2286	58.663	0.38465	9.2286	32.959	0.58097
9.2838	58.763	0.38485	9.2838	32.979	0.58009
9.3391	58.722	0.38421	9.3391	32.987	0.58104
9.3943	58.772	0.38433	9.3943	33.018	0.57995
9.4496	58.903	0.38376	9.4496	33.106	0.57928
9.5049	58.98	0.3844	9.5049	33.09	0.57709
9.5601	58.976	0.38489	9.5601	33.085	0.57761
9.6154	59.032	0.38457	9.6154	33.106	0.57605
9.6706	59.019	0.38478	9.6706	33.103	0.57608
9.7259	59.03	0.38396	9.7259	33.162	0.57536
9.7812	59.067	0.385	9.7812	33.128	0.57391
9.8364	59.069	0.38569	9.8364	33.137	0.57371
9.8917	59.111	0.3866	9.8917	33.116	0.57201
9.9469	59.104	0.38582	9.9469	33.128	0.5721
10.002	59.106	0.3852	10.002	33.135	0.57196
10.057	59.14	0.38552	10.057	33.139	0.57191
10.113	59.216	0.38549	10.113	33.174	0.57125
10.168	59.234	0.3864	10.168	33.133	0.57
10.223	59.279	0.38602	10.223	33.154	0.56979
10.279	59.321	0.38635	10.279	33.113	0.56892
10.334	59.329	0.38601	10.334	33.127	0.56892
10.389	59.4	0.38598	10.389	33.137	0.56794
10.444	59.39	0.38629	10.444	33.123	0.56816
10.5	59.417	0.38607	10.5	33.126	0.56802
10.555	59.448	0.38502	10.555	33.172	0.56911
10.61	59.463	0.38572	10.61	33.167	0.5685
10.665	59.474	0.38652	10.665	33.175	0.56791
10.721	59.539	0.38676	10.721	33.177	0.56714
10.776	59.52	0.3867	10.776	33.181	0.56809
10.831	59.557	0.38689	10.831	33.207	0.56844
10.886	59.546	0.38771	10.886	33.162	0.56856
10.942	59.51	0.38786	10.942	33.163	0.56923
10.997	59.536	0.38838	10.997	33.152	0.56861
11.052	59.463	0.38832	11.052	33.144	0.56897
11.107	59.506	0.38829	11.107	33.152	0.56828
11.163	59.53	0.38838	11.163	33.151	0.56693
11.218	59.521	0.38819	11.218	33.162	0.56661
11.273	59.569	0.38829	11.273	33.17	0.56587
11.328	59.587	0.38807	11.328	33.199	0.56609
11.384	59.605	0.38797	11.384	33.212	0.56528
11.439	59.619	0.38803	11.439	33.267	0.56614
11.494	59.625	0.38799	11.494	33.244	0.56579
11.55	59.687	0.3877	11.55	33.28	0.56463
11.605	59.697	0.3877	11.605	33.315	0.56457
11.66	59.707	0.38805	11.66	33.338	0.56368
11.715	59.76	0.38745	11.715	33.391	0.56296
11.771	59.79	0.38775	11.771	33.393	0.56185
11.826	59.796	0.38787	11.826	33.421	0.56119
11.881	59.754	0.38847	11.881	33.397	0.56073
11.936	59.809	0.38822	11.936	33.414	0.56026
11.992	59.824	0.38846	11.992	33.428	0.5604
12.047	59.83	0.38812	12.047	33.483	0.56007
12.102	59.829	0.38831	12.102	33.506	0.5605
12.157	59.865	0.38889	12.157	33.523	0.55998
12.213	59.891	0.38876	12.213	33.518	0.5594
12.268	59.939	0.38932	12.268	33.514	0.5587
12.323	59.965	0.3892	12.323	33.526	0.55722
12.378	59.97	0.38889	12.378	33.554	0.55742
12.434	59.961	0.38854	12.434	33.566	0.55782
12.489	59.944	0.38788	12.489	33.582	0.55865
12.544	59.977	0.3874	12.544	33.618	0.55892
12.599	59.929	0.3884	12.599	33.603	0.55769
12.655	60.019	0.38866	12.655	33.62	0.55685
12.71	59.979	0.38817	12.71	33.645	0.5562
12.765	60.07	0.38841	12.765	33.64	0.55404
12.821	60.05	0.38879	12.821	33.607	0.55494
12.876	60.05	0.3887	12.876	33.611	0.55502
12.931	60.09	0.38905	12.931	33.626	0.55516
12.986	60.069	0.389	12.986	33.639	0.55495
13.042	60.08	0.38791	13.042	33.692	0.55504
13.097	60.075	0.38787	13.097	33.697	0.55559
13.152	60.064	0.38825	13.152	33.706	0.55516
13.207	60.062	0.38773	13.207	33.729	0.55478
13.263	60.049	0.38836	13.263	33.713	0.5557
13.318	60.071	0.38828	13.318	33.776	0.55502
13.373	60.124	0.38839	13.373	33.786	0.55384
13.428	60.077	0.38912	13.428	33.772	0.55408
13.484	60.13	0.38857	13.484	33.829	0.5537
13.539	60.091	0.38944	13.539	33.8	0.55271
13.594	60.088	0.3892	13.594	33.824	0.55224
13.649	60.127	0.38876	13.649	33.852	0.5522
13.705	60.147	0.38902	13.705	33.846	0.55159
13.76	60.163	0.38928	13.76	33.845	0.5512
13.815	60.159	0.38862	13.815	33.873	0.55142
13.87	60.188	0.38883	13.87	33.865	0.55063
13.926	60.239	0.38892	13.926	33.872	0.55091
13.981	60.259	0.38967	13.981	33.838	0.5499
14.036	60.283	0.38922	14.036	33.838	0.55026
14.092	60.335	0.38972	14.092	33.837	0.54953
14.147	60.324	0.39049	14.147	33.817	0.54978
14.202	60.27	0.39117	14.202	33.785	0.54946
14.257	60.309	0.39224	14.257	33.792	0.54868
14.313	60.292	0.39181	14.313	33.759	0.54859
14.368	60.308	0.3915	14.368	33.76	0.54862
14.423	60.309	0.39155	14.423	33.779	0.54888
14.478	60.329	0.39169	14.478	33.773	0.54857
14.534	60.378	0.39137	14.534	33.82	0.54812
14.589	60.371	0.39146	14.589	33.811	0.54799
14.644	60.389	0.39127	14.644	33.833	0.54783
14.699	60.397	0.39154	14.699	33.829	0.54777
14.755	60.372	0.39179	14.755	33.796	0.54757
14.81	60.449	0.39192	14.81	33.8	0.54719
14.865	60.448	0.39103	14.865	33.808	0.54787
14.92	60.496	0.39146	14.92	33.794	0.54759
14.976	60.485	0.3916	14.976	33.802	0.54753
15.031	60.529	0.39238	15.031	33.754	0.54693
15.086	60.483	0.39306	15.086	33.728	0.54797
15.141	60.487	0.39294	15.141	33.717	0.54771
15.197	60.539	0.39304	15.197	33.709	0.54713
15.252	60.557	0.39326	15.252	33.713	0.54685
15.307	60.546	0.3931	15.307	33.694	0.54737
15.363	60.502	0.39336	15.363	33.693	0.54758
15.418	60.517	0.39331	15.418	33.67	0.54707
15.473	60.544	0.39292	15.473	33.683	0.5471
15.528	60.516	0.39329	15.528	33.688	0.54817
15.584	60.566	0.39315	15.584	33.687	0.5475
15.639	60.578	0.39315	15.639	33.673	0.54682
15.694	60.587	0.39293	15.694	33.661	0.54735
15.749	60.613	0.3925	15.749	33.669	0.54733
15.805	60.639	0.39189	15.805	33.668	0.54799
15.86	60.639	0.39196	15.86	33.65	0.54828
15.915	60.657	0.39183	15.915	33.633	0.54821
15.97	60.659	0.3913	15.97	33.644	0.54869
16.026	60.684	0.39108	16.026	33.644	0.54877
16.081	60.739	0.39134	16.081	33.631	0.54848
16.136	60.716	0.39173	16.136	33.606	0.54776
16.191	60.754	0.39207	16.191	33.597	0.54764
16.247	60.733	0.3918	16.247	33.593	0.54823
16.302	60.704	0.39176	16.302	33.555	0.54867
16.357	60.719	0.39113	16.357	33.575	0.54906
16.412	60.703	0.39131	16.412	33.577	0.54844
16.468	60.734	0.39117	16.468	33.571	0.54854
16.523	60.692	0.39149	16.523	33.535	0.54925
16.578	60.694	0.39148	16.578	33.513	0.5498
16.634	60.699	0.39139	16.634	33.491	0.55021
16.689	60.663	0.39204	16.689	33.44	0.55031
16.744	60.659	0.39147	16.744	33.442	0.55042
16.799	60.662	0.39173	16.799	33.4	0.5507
16.855	60.601	0.39142	16.855	33.386	0.55202
16.91	60.615	0.39177	16.91	33.374	0.55155
16.965	60.645	0.39202	16.965	33.373	0.55086
17.02	60.565	0.392	17.02	33.354	0.55237
17.076	60.577	0.39119	17.076	33.37	0.55253
17.131	60.582	0.39162	17.131	33.347	0.55231
17.186	60.565	0.39119	17.186	33.319	0.55301
17.241	60.596	0.39159	17.241	33.306	0.55299
17.297	60.592	0.39091	17.297	33.266	0.55351
17.352	60.63	0.39085	17.352	33.234	0.55321
17.407	60.63	0.39159	17.407	33.206	0.55305
17.462	60.67	0.39141	17.462	33.209	0.55264
17.518	60.674	0.39159	17.518	33.184	0.5528
17.573	60.651	0.39091	17.573	33.199	0.5532
17.628	60.623	0.39172	17.628	33.137	0.55352
17.683	60.602	0.39131	17.683	33.119	0.55369
17.739	60.632	0.39047	17.739	33.169	0.55441
17.794	60.559	0.38993	17.794	33.19	0.55495
17.849	60.572	0.39033	17.849	33.166	0.55504
17.905	60.554	0.38973	17.905	33.186	0.55583
17.96	60.565	0.39002	17.96	33.161	0.55606
18.015	60.54	0.38996	18.015	33.151	0.55705
18.07	60.532	0.39082	18.07	33.127	0.55715
18.126	60.495	0.39003	18.126	33.108	0.55774
18.181	60.485	0.39086	18.181	33.081	0.55796
18.236	60.483	0.39064	18.236	33.058	0.55786
18.291	60.467	0.39059	18.291	33.038	0.55804
18.347	60.47	0.39106	18.347	33.036	0.55753
18.402	60.459	0.39133	18.402	33.029	0.55864
18.457	60.453	0.39179	18.457	32.999	0.55851
18.512	60.377	0.39247	18.512	32.962	0.55873
18.568	60.388	0.39126	18.568	32.978	0.55935
18.623	60.384	0.392	18.623	32.912	0.55932
18.678	60.367	0.39143	18.678	32.939	0.55984
18.733	60.38	0.39158	18.733	32.957	0.55985
18.789	60.374	0.39133	18.789	32.935	0.55974
18.844	60.289	0.39264	18.844	32.903	0.5605
18.899	60.321	0.39204	18.899	32.904	0.5608
18.954	60.275	0.39333	18.954	32.838	0.56074
19.01	60.29	0.3924	19.01	32.821	0.56089
19.065	60.294	0.39248	19.065	32.806	0.56018
19.12	60.353	0.39182	19.12	32.823	0.56031
19.176	60.258	0.39258	19.176	32.787	0.56101
19.231	60.25	0.39225	19.231	32.773	0.56124
19.286	60.252	0.39258	19.286	32.771	0.56157
19.341	60.197	0.39171	19.341	32.784	0.56283
19.397	60.226	0.39232	19.397	32.739	0.562
19.452	60.198	0.39295	19.452	32.704	0.56229
19.507	60.193	0.39226	19.507	32.686	0.56383
19.562	60.056	0.3912	19.562	32.693	0.56589
19.618	60.109	0.39108	19.618	32.714	0.56408
19.673	60.095	0.39142	19.673	32.704	0.56422
19.728	60.067	0.39069	19.728	32.71	0.56572
19.783	60.017	0.39053	19.783	32.731	0.56515
19.839	60.029	0.39134	19.839	32.694	0.56532
19.894	60.033	0.39029	19.894	32.708	0.56664
19.949	59.97	0.38985	19.949	32.692	0.56764
20.004	59.959	0.38968	20.004	32.712	0.56741
20.06	59.966	0.39023	20.06	32.694	0.56809
20.115	59.932	0.38939	20.115	32.735	0.56903
20.17	59.859	0.38959	20.17	32.686	0.56889
20.225	59.855	0.3894	20.225	32.657	0.56986
20.281	59.883	0.38866	20.281	32.719	0.57053
20.336	59.862	0.38924	20.336	32.65	0.56998
20.391	59.85	0.38981	20.391	32.604	0.56973
20.447	59.796	0.38878	20.447	32.6	0.57
20.502	59.752	0.38935	20.502	32.554	0.57133
20.557	59.744	0.38897	20.557	32.535	0.57113
20.612	59.723	0.39042	20.612	32.509	0.5707
20.668	59.681	0.38948	20.668	32.554	0.57196
20.723	59.608	0.38836	20.723	32.56	0.57376
20.778	59.682	0.38919	20.778	32.529	0.57273
20.833	59.64	0.38964	20.833	32.493	0.57311
20.889	59.615	0.38922	20.889	32.502	0.57486
20.944	59.647	0.3874	20.944	32.58	0.57644
20.999	59.535	0.38823	20.999	32.571	0.57773
21.054	59.504	0.38926	21.054	32.499	0.57671
21.11	59.535	0.38863	21.11	32.482	0.57632
21.165	59.465	0.38981	21.165	32.447	0.57613
21.22	59.463	0.39061	21.22	32.403	0.57544
21.275	59.427	0.3902	21.275	32.37	0.57552
21.331	59.415	0.38947	21.331	32.406	0.57614
21.386	59.42	0.39031	21.386	32.39	0.57611
21.441	59.413	0.39044	21.441	32.384	0.57633
21.496	59.361	0.39064	21.496	32.345	0.57683
21.552	59.333	0.3901	21.552	32.362	0.57805
21.607	59.338	0.39022	21.607	32.335	0.57822
21.662	59.358	0.39002	21.662	32.358	0.57865
21.718	59.365	0.39026	21.718	32.325	0.57893
21.773	59.295	0.38988	21.773	32.32	0.5809
21.828	59.305	0.39109	21.828	32.254	0.57974
21.883	59.206	0.39093	21.883	32.205	0.58028
